,original_title,ISBN,ISSN,DOI,URLs,Proceedings title,Abstract,Authors,Journal,Publication year,Date published,URLs,title,keep_title
96,A Computing Profiling Procedure for Mobile Developers to Estimate Energy Cost,"9,78145E+12",,10.1145/2811587.2811627,https://doi.org/10.1145/2811587.2811627;http://dx.doi.org/10.1145/2811587.2811627,"Proceedings of the 18th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems","Mobile devices are constrained by the limited capacities of their small batteries. However, profiling the energy consumed in the task execution is crucial to help the developers to build energy efficient applications. Therefore, the major challenge in the profiling approach is to accurately estimating the energy consumed for an application by the hardware components, such as CPU, memory, storage unit, and network interfaces. In this work, we develop and validate hardware and software profiling models and procedures. We profile smartphone CPU, where we consider multi-core CPUs and the impact of Dynamic Voltage and Frequency Scaling mechanism on the power consumption. In addition, we profile smartphone storage unit by taking into account the writing and reading rate to the unit. Moreover, we experimentally validated these profiles on two diverse smartphones with different versions of operating systems. The experimental results reveal that our profiles are able to estimate the application energy accurately.","Altamimi ML,Naik K",,2015,2015,https://doi.org/10.1145/2811587.2811627;http://dx.doi.org/10.1145/2811587.2811627,a computing profiling procedure for mobile developers to estimate energy cost,1
97,An Empirical Study on the Performance and Energy Consumption of AI Containerization Strategies for Computer-Vision Tasks on the Edge,"9,78145E+12",,10.1145/3530019.3530025,https://doi.org/10.1145/3530019.3530025;http://dx.doi.org/10.1145/3530019.3530025,Proceedings of the 26th International Conference on Evaluation and Assessment in Software Engineering,"Context. The rise of use cases of AI catered towards the Edge, where devices have limited computation power and storage capabilities, motivates the need for better understating of how AI performs and consumes energy. Goal. The aim of this paper is to empirically assess the impact of three different AI containerization strategies on the energy consumption, execution time, CPU, and memory usage for computer-vision tasks on the Edge. Method. In this paper we conduct an experiment with the used containerization strategy as main factor, with three treatments: ONNX Runtime, WebAssembly, and Docker. The subjects of the experiment are four widely-used computer-vision algorithms. We then orchestrate a series of runs where we deploy the four subjects on different generations of Raspberry Pi devices, with different hardware capabilities. A total of 120 runs (per device) are recorded to gather data on energy, execution time, CPU, and memory. Results. We found a statistically significant difference between the three containerization strategies on all dependent variables. Specifically, WebAssembly proves to be a valuable alternative for devices with reduced disk space and computation power. Conclusions. For computer-vision tasks with limited disk space and RAM memory requirements, developers should prefer WebAssembly for deployment. The (non-dockerized) ONNX Runtime resulted to be the best choice in terms of energy consumption and execution time.","Hampau RM,Kaptein M,van Emden R,Rost T,Malavolta I",,2022,2022,https://doi.org/10.1145/3530019.3530025;http://dx.doi.org/10.1145/3530019.3530025,an empirical study on the performance and energy consumption of ai containerization strategies for computer vision tasks on the edge,1
98,Computing the Entire Active Area/Power Consumption versus Delay Trade-off Curve for Gate Sizing with a Piecewise Linear Simulator,"9,7809E+12",,,,Proceedings of the 1994 IEEE/ACM International Conference on Computer-Aided Design,"The gate sizing problem is the problem of finding load drive capabilities for all gates in a given Boolean network such, that a given delay limit is kept, and the necessary cost in terms of active area usage and/or power consumption is minimal. This paper describes a way to obtain the entire cost versus delay trade-off curve of a combinational logic circuit in an efficient way. Every point on the resulting curve is the global optimum of the corresponding gate sizing problem. The problem is solved by mapping it onto piecewise linear models in such a way, that a piecewise linear (circuit) simulator can do the job. It is shown that this setup is very efficient, and can produce trade-off curves for large circuits (thousands of gates) in a few minutes. Benchmark results for the entire set of MCNC '91 two-level examples are given.","Berkelaar MR,Buurman PH,Jess JA",,1994,1994,,computing the entire active area power consumption versus delay trade off curve for gate sizing with a piecewise linear simulator,1
99,A Sequential DNN Based Baseline Energy Prediction Framework with Long Term Error Mitigation,"9,78145E+12",,10.1145/3307772.3331027,https://doi.org/10.1145/3307772.3331027;http://dx.doi.org/10.1145/3307772.3331027,Proceedings of the Tenth ACM International Conference on Future Energy Systems,"In this paper, we present a novel sequential framework containing two deep network architectures for baseline energy prediction of a building. The proposed framework utilizes convolution layers to extract features from the input data space without changing spatial relations between variables. These features are memorized by tensor train based gated recurrent units for an accurate long-term prediction. We observe that this sequential framework helps to improve long term prediction accuracy, thereby mitigating prediction error accumulation over time. Although architectures comprising the amalgamation of convolution layers and memory cell have shown promising results in domains such as social media analysis, language modeling, video frame prediction, and image recognition, this paper extends its scope to the context of energy applications. Furthermore, the addition of tensor train based gated recurrent units is motivated by the necessity of computational time reduction during the training process, thereby making this framework suitable for field deployment. Results on a commercial building dataset show that the current framework outperforms other existing machine learning based methods, in both short-term and long-term prediction categories.","Chakraborty I,Chandan V,Vrabie D",,2019,2019,https://doi.org/10.1145/3307772.3331027;http://dx.doi.org/10.1145/3307772.3331027,a sequential dnn based baseline energy prediction framework with long term error mitigation,1
100,Reducing Disk Power Consumption in a Portable Computer,,0163-5980,10.1145/202213.202218,https://doi.org/10.1145/202213.202218;http://dx.doi.org/10.1145/202213.202218,,The problem of minimizing disk power consumption in portable personal computers is studied. Two online algorithms for determining when to stop spinning a disk are presented and analyzed using competitive analysis techniques.,"Klostermeyer WF,Srinivas K",SIGOPS Oper. Syst. Rev.,1995,1995-04,https://doi.org/10.1145/202213.202218;http://dx.doi.org/10.1145/202213.202218,reducing disk power consumption in a portable computer,1
102,Evaluating the Efficiency of Energy-Scape Software,"9,78145E+12",,10.1145/3328833.3328868,https://doi.org/10.1145/3328833.3328868;http://dx.doi.org/10.1145/3328833.3328868,Proceedings of the 8th International Conference on Software and Information Engineering,"Recently, researchers were focusing on integrating renewable energy (RE) within urban environment instead of integrating renewables with buildings due to the large occupies of urban areas. Urban areas have a great potential in generating sufficient amount of energy that could satisfy the needs of urban neighborhoods. Energy-scape elements are sustainable elements that integrates RE devices with landscape elements. This research focuses on analyzing the importance and efficiency of Energy-scape software through a qualitative method. The efficiency of Energy-scape web-based application will be tested using qualitative method and a site survey. The research concludes that Energy-scape software application is an effective tool for landscape designers in using Energy-scape elements, it identifies the optimum type and location of Energy-scape elements within their projects, and it calculates the impact of using Energy-scape elements in term of energy-savings and carbon emission (CO2) reduction.","Moussa RR,Dewidar KM",,2019,2019,https://doi.org/10.1145/3328833.3328868;http://dx.doi.org/10.1145/3328833.3328868,evaluating the efficiency of energy scape software,1
103,Analysing Energy Consumption of Systems Controlled by Software,"9,78145E+12",,10.1145/3079368.3079396,https://doi.org/10.1145/3079368.3079396;http://dx.doi.org/10.1145/3079368.3079396,"Companion Proceedings of the 1st International Conference on the Art, Science, and Engineering of Programming","Energy consumption analysis of IT-controlled systems can play a major role in minimising the overall energy consumption of such IT systems, during the development phase, or for optimisation in the field. As software is increasingly embedded in our daily life, with IT using more and more energy, the software industry should become aware of their energy footprint, and methods must be developed to assist in reducing this footprint.Recently, we developed a precise energy analysis, to analyse software in conjunction with hardware. It has the property of being parametric with regard to the hardware. In principle, this creates the opportunity to investigate which is the best software implementation for given hardware, or the other way around: choose the best hardware for a given algorithm.",van Gastel B,,2017,2017,https://doi.org/10.1145/3079368.3079396;http://dx.doi.org/10.1145/3079368.3079396,analysing energy consumption of systems controlled by software,1
105,Survey of Approaches for Assessing Software Energy Consumption,"9,78145E+12",,10.1145/3141842.3141846,https://doi.org/10.1145/3141842.3141846;http://dx.doi.org/10.1145/3141842.3141846,Proceedings of the 2nd ACM SIGPLAN International Workshop on Comprehension of Complex Systems,"Though the energy consumption of software-controlled ICT systems ranging from mobile devices to data centers is increasingly gaining attention, energy optimization is still far from an established task in the software development process. Therefore, we have surveyed the available research on assessing the energy consumption of software systems, which showed a lack of development tools, but several approaches exist for measuring the energy consumption. We group these approaches according to how measurement data is made available and compare several characteristics of the collected data. The survey shows that not only development tools for software energy optimization are still missing, but there is also a lack of fine-grained measurement approaches as well as approaches for general-purpose platforms.","Rieger F,Bockisch C",,2017,2017,https://doi.org/10.1145/3141842.3141846;http://dx.doi.org/10.1145/3141842.3141846,survey of approaches for assessing software energy consumption,1
106,Unit Testing of Energy Consumption of Software Libraries,"9,78145E+12",,10.1145/2554850.2554932,https://doi.org/10.1145/2554850.2554932;http://dx.doi.org/10.1145/2554850.2554932,Proceedings of the 29th Annual ACM Symposium on Applied Computing,"The development of energy-efficient software has become a key requirement for a large number of devices, from smartphones to data centers. However, measuring accurately this consumption is a major challenge that state-of-the-art approaches have tried to tackle with a limited success. While monitoring applications' consumption offers a clear insight on where the energy is being spent, it does not help in understanding how the energy is consumed. In this paper, we therefore introduce JalenUnit, a software framework that infers the energy consumption model of software libraries from execution traces. This model can then be used to diagnose application code for detecting energy bugs, understanding energy distribution, establishing energy profiles and classifications, and comparing software libraries against their energy consumption.","Noureddine A,Rouvoy R,Seinturier L",,2014,2014,https://doi.org/10.1145/2554850.2554932;http://dx.doi.org/10.1145/2554850.2554932,unit testing of energy consumption of software libraries,1
107,Awakening Awareness on Energy Consumption in Software Engineering,"9,78154E+12",,10.1109/ICSE-SEIS.2017.10,https://doi.org/10.1109/ICSE-SEIS.2017.10;http://dx.doi.org/10.1109/ICSE-SEIS.2017.10,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Society Track,"Software producing organizations have the ability to address the energy impact of their ICT solutions during the development process. However, while industry is convinced of the energy impact of hardware, the role of software has mostly been acknowledged by researchers in software engineering. Strengthened by the limited practical knowledge to reduce the energy consumption, organizations have less control over the energy impact of their products and lose the contribution of software towards energy related strategies. Consequently, industry risks not being able to meet customer requirements or even fulfill corporate sustainability goals.In this paper we perform an exploratory case study on how to create and maintain awareness on an energy consumption perspective for software among stakeholders involved with the development of software products. During the study, we followed the development process of two commercial software products and provided direct feedback to the stakeholders on the effects of their development efforts, specifically concerning energy consumption and performance, using an energy dashboard. Multiple awareness measurements allowed us to keep track of changes over time on specific aspects affecting software development. Our results show that, despite a mixed sentiment towards the dashboard, changed awareness has triggered discussion on the energy consumption of software.","Jagroep E,Broekman J,van der Werf JM,Brinkkemper S,Lago P,Blom L,van Vliet R",,2017,2017,https://doi.org/10.1109/ICSE-SEIS.2017.10;http://dx.doi.org/10.1109/ICSE-SEIS.2017.10,awakening awareness on energy consumption in software engineering,1
108,On Reducing the Energy Consumption of Software: From Hurdles to Requirements,"9,78145E+12",,10.1145/3382494.3410678,https://doi.org/10.1145/3382494.3410678;http://dx.doi.org/10.1145/3382494.3410678,Proceedings of the 14th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),"Background. As software took control over hardware in many domains, the question of the energy footprint induced by the software is becoming critical for our society, as the resources powering the underlying infrastructure are finite. Yet, beyond this growing interest, energy consumption remains a difficult concept to master for a developer.Aims. The purpose of this study is to better understand the root causes that prevent the issue of software energy consumption to be more widely considered by developers and companies.Method. To investigate this issue, this paper reports on a qualitative study we conducted in an industrial context. We applied an in-depth analysis of the interviews of 10 experienced developers and summarized a set of implications.Results. We argue that our study delivers i) insightful feedback on how green software design is considered among the interviewed developers and ii) a set of findings to build helpful tools, motivate further research, and establish better development strategies to promote green software design.Conclusion. This paper covers an industrial case study of developers' awareness of green software design and how to promote it within the company. While it might not be generalizable for any company, we believe our results deliver a common body of knowledge with implications to be considered for similar cases and further researches.","Ournani Z,Rouvoy R,Rust P,Penhoat J",,2020,2020,https://doi.org/10.1145/3382494.3410678;http://dx.doi.org/10.1145/3382494.3410678,on reducing the energy consumption of software from hurdles to requirements,1
110,On the Energy Consumption and Performance of Systems Software,"9,78145E+12",,10.1145/1987816.1987827,https://doi.org/10.1145/1987816.1987827;http://dx.doi.org/10.1145/1987816.1987827,Proceedings of the 4th Annual International Conference on Systems and Storage,"Models of energy consumption and performance are necessary to understand and identify system behavior, prior to designing advanced controls that can balance out performance and energy use. This paper considers the energy consumption and performance of servers running a relatively simple file-compression workload. We found that standard techniques for system identification do not produce acceptable models of energy consumption and performance, due to the intricate interplay between the discrete nature of software and the continuous nature of energy and performance. This motivated us to perform a detailed empirical study of the energy consumption and performance of this system with varying compression algorithms and compression levels, file types, persistent storage media, CPU DVFS levels, and disk I/O schedulers. Our results identify and illustrate factors that complicate the system's energy consumption and performance, including nonlinearity, instability, and multi-dimensionality. Our results provide a basis for future work on modeling energy consumption and performance to support principled design of controllable energy-aware systems.","Li Z,Grosu R,Sehgal P,Smolka SA,Stoller SD,Zadok E",,2011,2011,https://doi.org/10.1145/1987816.1987827;http://dx.doi.org/10.1145/1987816.1987827,on the energy consumption and performance of systems software,1
111,On Reducing the Energy Consumption of Software Product Lines,"9,78145E+12",,10.1145/3461001.3471142,https://doi.org/10.1145/3461001.3471142;http://dx.doi.org/10.1145/3461001.3471142,Proceedings of the 25th ACM International Systems and Software Product Line Conference - Volume A,"Along the last decade, several studies considered green software design as a key development concern to improve the energy efficiency of software. Yet, few techniques address this concern for Software Product Lines (SPL). In this paper, we therefore introduce two approaches to measure and reduce the energy consumption of a SPL by analyzing a limited set of products sampled from this SPL. While the first approach relies on the analysis of individual feature consumptions, the second one takes feature interactions into account to better mitigate energy consumption of resulting products.Our experimental results on a real-world SPL indicate that both approaches succeed to produce significant energy improvements on a large number of products, while consumption data was modeled from a small set of sampled products. Furthermore, we show that taking feature interactions into account leads to more products improved with higher energy savings per product.","Guégain É,Quinton C,Rouvoy R",,2021,2021,https://doi.org/10.1145/3461001.3471142;http://dx.doi.org/10.1145/3461001.3471142,on reducing the energy consumption of software product lines,1
117,Software-Directed Data Access Scheduling for Reducing Disk Energy Consumption,"9,78145E+12",,10.1145/1996130.1996175,https://doi.org/10.1145/1996130.1996175;http://dx.doi.org/10.1145/1996130.1996175,Proceedings of the 20th International Symposium on High Performance Distributed Computing,,"Zhang Y,Liu J,Wilson E,Kandemir M",,2011,2011,https://doi.org/10.1145/1996130.1996175;http://dx.doi.org/10.1145/1996130.1996175,software directed data access scheduling for reducing disk energy consumption,1
118,Using Grammatical Evolution for Modelling Energy Consumption on a Computer Numerical Control Machine,"9,78145E+12",,10.1145/3449726.3463185,https://doi.org/10.1145/3449726.3463185;http://dx.doi.org/10.1145/3449726.3463185,Proceedings of the Genetic and Evolutionary Computation Conference Companion,"Discrete manufacturing is known to be a high consumer of energy and much work has been done in continuous improvement and energy saving methods addressing this issue. Computer Numerical Control (CNC) machines, commonly used in the manufacturing of metal parts, are highly energy-demanding because of many required sub-systems, such as cooling, lubrication, logical interfaces and electric motors. For this reason, there is a large body of work focusing on modelling the energy needs of this class of machine.This paper applies Grammatical Evolution (GE) for developing auto-regressive models for the energy consumption of a CNC machine. Empirical data from three 24-hour work shifts comprising three different types of products are used as inputs. We also introduce an autocorrelation-informed approach for the grammar, which benefits from a prior analysis of the training data for better capturing periodic or close to periodic behaviour. Finally, we compare the outcomes from real and predicted energy profiles through the use of an existing analysis tool, which is capable of extracting production-related information such as total and average KW consumption, number of parts produced and breakdown of production and idle hours. Results show that GE yields accurate and explainable models for the analysed scenario.","Carvalho S,Sullivan J,Dias DM,Naredo E,Ryan C",,2021,2021,https://doi.org/10.1145/3449726.3463185;http://dx.doi.org/10.1145/3449726.3463185,using grammatical evolution for modelling energy consumption on a computer numerical control machine,1
119,On Achieving Balanced Power Consumption in Software Pipelined Loops,"9,78158E+12",,10.1145/581630.581663,https://doi.org/10.1145/581630.581663;http://dx.doi.org/10.1145/581630.581663,"Proceedings of the 2002 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems","While a significant body of work in compilers has been devoted to reducing energy consumption in embedded systems, the role of a compiler in harnessing the power variation has not been widely explored. Since sharp power variations across time steps cause power supply noises and degrade reliability of functional blocks, power variation is a design constraint in embedded systems. With the advent of high performance embedded systems and extensive deployment of fine grain clock-gating, reducing variations in power is becoming increasingly important.This paper studies how compilation techniques, more specifically instruction scheduling, can ameliorate variations in power due to functional units during program execution. By extending our previous work on rate-optimal software pipelining, this paper formulates the problem of constructing a performance-optimal schedule that minimizes power variations as an integer linear programming (ILP) problem. The formulation can be solved using an ILP solver. We applied our approach on SPEC NAS benchmarks to construct software pipelined schedules that have minimum power variations. The benchmarks are executed on the Wattch power simulator. In comparison to the original (power-unaware) scheduler implemented in the MIPSpro compiler, our power-aware approach generates schedules which have significantly lower power variations while maintaining the same performance. Such schedules have the potential to reduce hardware cost on power delivery in designing embedded systems.","Yang H,Gao GR,Leung C",,2002,2002,https://doi.org/10.1145/581630.581663;http://dx.doi.org/10.1145/581630.581663,on achieving balanced power consumption in software pipelined loops,1
121,A Model-Based Framework for the Analysis of Software Energy Consumption,"9,78145E+12",,10.1145/3350768.3353813,https://doi.org/10.1145/3350768.3353813;http://dx.doi.org/10.1145/3350768.3353813,Proceedings of the XXXIII Brazilian Symposium on Software Engineering,"Software is present in all types of devices, some of them with restrictions as to the amount of energy they can spend to execute software applications. For this reason, energy costs are becoming an important factor during software development and evolution. However, there is still little support for creating energy-efficient software. In this work, we introduce a possible framework for software energy costs evaluation based on model analysis. We model software as Labelled Transitions Systems (LTS) and annotate these models with energy costs, which can be obtained using existing tools. We can then apply graph-based algorithms to traverse the models to obtain information about energy consumption related to software behaviour, such as its most/least costly execution, the cost of a specific execution, and the average cost of executing the software. No existing tool currently provides all the necessary analyses, even though they are essential for energy-consumption evaluation. We have conducted a small experiment with our framework where we employed jRAPL to measure energy costs. We annotated the models with the collected energy costs using an extended version of the LoTuS tool, where we have also implemented some of the desired analyses. Based on this support and on our initial results, we believe developers could create software more energy-efficient and consider possible trade-offs related to time, space, and energy costs when producing new versions of their systems.","Duarte LM,da Silva Alves D,Toresan BR,Maia PH,Silva D",,2019,2019,https://doi.org/10.1145/3350768.3353813;http://dx.doi.org/10.1145/3350768.3353813,a model based framework for the analysis of software energy consumption,1
122,P4: Phase-Based Power/Performance Prediction of Heterogeneous Systems via Neural Networks,,,,,Proceedings of the 36th International Conference on Computer-Aided Design,"The emergence of Internet of Things increases the complexity and the heterogeneity of computing platforms. Migrating workload between various platforms is one way to improve both energy efficiency and performance. Effective migration decisions require accurate estimates of its costs and benefits. To date, these estimates were done by either instrumenting the source code/binaries, thus causing high overhead, or by using power estimates from hardware performance counters, which work well for individual machines, but until now have not been accurate for predicting across different architectures. In this paper, we propose P4, a new Phase-based Power and Performance Prediction framework which identifies cross-platform application power and performance at runtime for heterogeneous computing systems. P4 analyzes and detects machine-independent application phases by characterizing computing platforms offline with a set of benchmarks, and then builds neural network-based models to automatically identify and generalize the complex cross-platform relationships for each benchmark phase. It then leverages these models along with performance counter measurements collected at runtime to estimate performance and power consumption if it were running on a completely different computing platform, including a different CPU architecture, without ever having to run it on there. We evaluate the proposed framework on four commercial heterogeneous platforms, ranging from X86 servers to mobile ARM-based architecture, with 129 industry-standard benchmarks. Our experimental results show that P4 can predict the power and performance changes with only 6.8% and 5.6% error, respectively, even for completely different architectures from the ones applications ran on.","Kim Y,Mercati P,More A,Shriver E,Rosing T",,2017,2017,,p phase based power performance prediction of heterogeneous systems via neural networks,1
124,Using Mathematical Forecasting Methods to Estimate the Load on the Computing Power of the IoT Network,"9,78145E+12",,10.1145/3440749.3442605,https://doi.org/10.1145/3440749.3442605;http://dx.doi.org/10.1145/3440749.3442605,Proceedings of the 4th International Conference on Future Networks and Distributed Systems,"The size of the network, the number of nodes and connected devices are exponentially increasing due to the development of the Internet of Things (IoT). It becomes difficult to administer the monitoring of heterogeneous networks. It is necessary to use predictive models (Model Predictive Control) to deploy decision support systems related to the IoT network security. The article examines three popular mathematical forecasting methods, evaluates their accuracy and their using possibility in predictive models to solve the problem of assessing the load on the computing power of IoT devices, including servers and services.","Krasov A,Pestov I,Gelfand A,Kazantsev A,Polyanicheva A",,2021,2021,https://doi.org/10.1145/3440749.3442605;http://dx.doi.org/10.1145/3440749.3442605,using mathematical forecasting methods to estimate the load on the computing power of the iot network,1
126,Empirically Modeling How a Multicore Software ICN Router and an ICN Network Consume Power,"9,78145E+12",,10.1145/2660129.2660142,https://doi.org/10.1145/2660129.2660142;http://dx.doi.org/10.1145/2660129.2660142,Proceedings of the 1st ACM Conference on Information-Centric Networking,"ICN (Information Centric Networking) has received much attention due to its built-in functionalities such as caching and mobility-support. One of the important research challenges is to reduce the power consumed by ICN networks because ICN's packet forwarding and packet-level caching are power-hungry. As the first step to achieve power-efficient ICN networks, this paper develops a power consumption model of a multicore software ICN router while taking into account the power consumed by power-hungry computation. This paper makes the following three contributions: First, the model is one of the first realistic models which consider ICN packet forwarding and packet-level caching. Second, the model is represented as a concise set of equations with just a few parameters. Third, we apply the model to estimate power consumed by simple networks.","Hasegawa T,Nakai Y,Ohsugi K,Takemasa J,Koizumi Y,Psaras I",,2014,2014,https://doi.org/10.1145/2660129.2660142;http://dx.doi.org/10.1145/2660129.2660142,empirically modeling how a multicore software icn router and an icn network consume power,1
128,Evaluating Energy Efficiency of Gigabit Ethernet and Infiniband Software Stacks in Data Centres,"9,78148E+12",,10.1109/UCC.2014.10,https://doi.org/10.1109/UCC.2014.10;http://dx.doi.org/10.1109/UCC.2014.10,Proceedings of the 2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing,"Reducing energy consumption has become a key issue for data centres, not only because of economical benefits but also for environmental and marketing reasons. Many approaches tackle this problem from the point of view of different hardware components, such as CPUs, storage and network interface cards (NIC). To this date, few works focused on the energy consumption of network transfers at the software level comprising their complete stacks with different energy characteristics, and the way the NIC selection impacts the energy consumption of applications. Since data centres often install multiple NICs on each node, investigating and comparing them at the software level has high potential to enhance the energy efficiency of applications on Cloud infrastructures. We present a comparative analysis of the energy consumption of the software stack of two of today's most used NICs in data centres, Ethernet and Infiniband. We carefully design for this purpose a set of benchmark experiments to assess the impact of different traffic patterns and interface settings on energy consumption. Using our benchmark results, we derive an energy consumption model for network transfers and evaluate its accuracy for a virtual machine migration scenario. Finally, we propose guidelines for NIC selection from an energy efficiency perspective for different application classes.","Maio V,Nae V,Prodan R",,2014,2014,https://doi.org/10.1109/UCC.2014.10;http://dx.doi.org/10.1109/UCC.2014.10,evaluating energy efficiency of gigabit ethernet and infiniband software stacks in data centres,1
129,DRAT - A Dynamic Resource Allocation Tool for Estimating Compute Power in a Cybersecurity Engineering Learning Facility,"9,78145E+12",,10.1145/3437914.3437980,https://doi.org/10.1145/3437914.3437980;http://dx.doi.org/10.1145/3437914.3437980,Proceedings of 5th Conference on Computing Education Practice,"Cybersecurity laboratory infrastructure has direct impact on the quality of student learning experiences. Because of this, the computing education field has developed a variety of approaches to designing and implementing these learning facilities. Yet, little work has gone into how to properly size cybersecurity laboratory infrastructure relative to student population and curricular compute power demands. The result has been laboratory infrastructures that do not scale with degree programs. Consequently, laboratories are either underpowered, thus limiting learning experiences, or overpowered which wastes financial resources. Accordingly, this work presents DRAT, an open-source software tool, for estimating necessary compute power in a cybersecurity engineering learning facility. More specifically, DRAT is designed to estimate the required discrete compute power on a per exercise basis in a cybersecurity engineering learning facility operating in a private cloud model. Such discrete estimations are intended to communicate physical host hardware requirements such as physical CPU core count, virtual RAM, and total Hard Disk space. The first step in designing DRAT was to forge a model estimator function. Then, we identified a series of scalar abstractions representing learning facility hardware infrastructure and behaving as conversion factors between the model function and output. Because the goal of this work was to provide estimates for cloud compute power requirements, DRAT outputs the number of physical cores, total RAM, total Disk, and total (virtual or physical) Network interfaces required to run the indicated scenario. The implication is that such estimates can inform purchasing and configuration decisions which directly impact student learning outcomes.",M. Pittman J,,2021,2021,https://doi.org/10.1145/3437914.3437980;http://dx.doi.org/10.1145/3437914.3437980,drat a dynamic resource allocation tool for estimating compute power in a cybersecurity engineering learning facility,1
130,NeuPow: A CAD Methodology for High-Level Power Estimation Based on Machine Learning,,1084-4309,10.1145/3388141,https://doi.org/10.1145/3388141;http://dx.doi.org/10.1145/3388141,,"In this article, we present a new, simple, accurate, and fast power estimation technique that can be used to explore the power consumption of digital system designs at an early design stage. We exploit the machine learning techniques to aid the designers in exploring the design space of possible architectural solutions, and more specifically, their dynamic power consumption, which is application-, technology-, frequency-, and data-stimuli dependent. To model the power and the behavior of digital components, we adopt the Artificial Neural Networks (ANNs), while the final target technology is Application Specific Integrated Circuit (ASIC). The main characteristic of the proposed method, called NeuPow, is that it relies on propagating the signals throughout connected ANN models to predict the power consumption of a composite system. Besides a baseline version of the NeuPow methodology that works for a given predefined operating frequency, we also derive an upgraded version that is frequency-aware, where the same operating frequency is taken as additional input by the ANN models. To prove the effectiveness of the proposed methodology, we perform different assessments at different levels. Moreover, technology and scalability studies have been conducted, proving the NeuPow robustness in terms of these design parameters. Results show a very good estimation accuracy with less than 9% of relative error independently from the technology and the size/layers of the design. NeuPow is also delivering a speed-up factor of about 84× with respect to the classical power estimation flow.","Nasser Y,Sau C,Prévotet JC,Fanni T,Palumbo F,Hélard M,Raffo L",ACM Trans. Des. Autom. Electron. Syst.,2020,2020-08,https://doi.org/10.1145/3388141;http://dx.doi.org/10.1145/3388141,neupow a cad methodology for high level power estimation based on machine learning,1
131,"Collecting, Monitoring, and Analyzing Facility and Systems Data at the National Energy Research Scientific Computing Center","9,78145E+12",,10.1145/3339186.3339213,https://doi.org/10.1145/3339186.3339213;http://dx.doi.org/10.1145/3339186.3339213,Workshop Proceedings of the 48th International Conference on Parallel Processing,"As high-performance computing (HPC) resources continue to grow in size and complexity, so too does the volume and velocity of the operational data that is associated with them. At such scales, new mechanisms and technologies are required to continuously gather, store, and analyze this data in near-real time from heterogeneous and distributed sources without impacting the underlying data center operations or HPC resource utilization. In this paper, we describe our experiences in designing and implementing an infrastructure for extreme-scale operational data collection, known as the Operations Monitoring and Notification Infrastructure (OMNI) at the National Energy Research Scientific Computing (NERSC) center at Lawrence Berkeley National Laboratory. OMNI currently holds over 522 billion records of online operational data (totaling over 125TB) and can ingest new data points at an average rate of 25,000 data points per second. Using OMNI as a central repository, facilities and environmental data can be seamlessly integrated and correlated with machine metrics, job scheduler information, network errors, and more, providing a holistic view of data center operations. To demonstrate the value of real-time operational data collection, we present a number of real-world case studies for which having OMNI data readily available led to key operational insights at NERSC. The case results include a reduction in the downtime of an HPC system during a facility transition, as well as a $2.5 million electrical substation savings for the next-generation Perlmutter HPC system.","Bautista E,Romanus M,Davis T,Whitney C,Kubaska T",,2019,2019,https://doi.org/10.1145/3339186.3339213;http://dx.doi.org/10.1145/3339186.3339213,collecting monitoring and analyzing facility and systems data at the national energy research scientific computing center,1
133,Runtime Monitoring of Software Energy Hotspots,"9,78145E+12",,10.1145/2351676.2351699,https://doi.org/10.1145/2351676.2351699;http://dx.doi.org/10.1145/2351676.2351699,Proceedings of the 27th IEEE/ACM International Conference on Automated Software Engineering,"GreenIT has emerged as a discipline concerned with the optimization of software solutions with regards to their energy consumption. In this domain, most of the state-of-the-art solutions concentrate on coarse-grained approaches to monitor the energy consumption of a device or a process. However, none of the existing solutions addresses in-process energy monitoring to provide in-depth analysis of a process energy consumption. In this paper, we therefore report on a fine-grained runtime energy monitoring framework we developed to help developers to diagnose energy hotspots with a better accuracy than the state-of-the-art. Concretely, our approach adopts a 2-layer architecture including OS-level and process-level energy monitoring. OS-level energy monitoring estimates the energy consumption of processes according to different hardware devices (CPU, network card). Process-level energy monitoring focuses on Java-based applications and builds on OS-level energy monitoring to provide an estimation of energy consumption at the granularity of classes and methods. We argue that this per-method analysis of energy consumption provides better insights to the application in order to identify potential energy hotspots. In particular, our preliminary validation demonstrates that we can monitor energy hotspots of Jetty web servers and monitor their variations under stress scenarios.","Noureddine A,Bourdon A,Rouvoy R,Seinturier L",,2012,2012,https://doi.org/10.1145/2351676.2351699;http://dx.doi.org/10.1145/2351676.2351699,runtime monitoring of software energy hotspots,1
