,original_title,result_id,publication_info_summary,link,title,keep_title,count
2751,An Energy-Efficient Deep Neural Network Model for Photometric Redshift Estimation,IERsUJ0h1ngJ,"K Shreevershith, S Sen, GB Roopesh - Innovations in Computer Science …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-981-19-7455-7_24,an energy efficient deep neural network model for photometric redshift estimation,1,1
2755,A novel VSC HVDC frequency control strategy based on neural network power estimation using ROCOF,4w20Gb1yT_sJ,"S Jeong, L Junghun, G Jang - IFAC-PapersOnLine, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2405896319305919,a novel vsc hvdc frequency control strategy based on neural network power estimation using rocof,1,1
2756,Harmonic and reactive currents estimation with adaptive neural network and their compensation with DSP control in single-phase shunt active power filter,TVed4d1E5z0J,"M Rukonuzzaman, T Uematsu… - … Energy Conference …, 2003 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/1252138/,harmonic and reactive currents estimation with adaptive neural network and their compensation with dsp control in single phase shunt active power filter,1,1
2759,Load power estimation using a recurrent neural network for the purpose of computer power energy efficiency improvement,XIC5vdvoYGMJ,"S Kawaguchi - 2021 IEEE Energy Conversion Congress and …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9595258/,load power estimation using a recurrent neural network for the purpose of computer power energy efficiency improvement,1,1
2762,Novel Training Methods Based Artificial Neural Network for the Dynamic Prediction of the Consumed Energy,r0vcNIW2y7gJ,"AB Farhat, A Cherif - Mining Intelligence and Knowledge Exploration: 9th …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-21517-9_21,novel training methods based artificial neural network for the dynamic prediction of the consumed energy,1,1
2764,Artificial Neural Network Based Wireless Power Transfer Behavior Estimation,r2wBsyCLbBEJ,"MY El-Sharkh, DWF Touma, Y Dawoud - 2019 SoutheastCon, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9020422/,artificial neural network based wireless power transfer behavior estimation,1,1
2767,Measure-based modeling and FPGA implementation of RF Power Amplifier using a multi-layer perceptron neural network,F8fNelc-GG8J,"JC Nuñez-Perez, JR Cárdenas-Valdez… - 2014 International …, 2014 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6808597/,measure based modeling and fpga implementation of rf power amplifier using a multi layer perceptron neural network,1,1
2769,Grey Neural Network and Input-Output Combined Forecasting Model and Its Application in Sub-sector Energy Related Carbon Dioxide Emissions Estimation in …,OFHxA_NI_eEJ,"X Liu, G Hewings - 19th International Input-Output Conference, Alexandria …, 2011 - iioa.org",https://www.iioa.org/conferences/19th/papers/files/415_20110503101_Carbon_emissionforecast2010-20101119.pdf,grey neural network and input output combined forecasting model and its application in sub sector energy related carbon dioxide emissions estimation in,1,1
2770,Back propagation neural network based power estimation method for CMOS VLSI circuits,rE0WD-ddkaMJ,"V Govindaraj, BS Babu… - AIP Conference …, 2022 - aip.scitation.org",https://aip.scitation.org/doi/abs/10.1063/5.0070733,back propagation neural network based power estimation method for cmos vlsi circuits,1,1
2771,Estimation of Energy and Time Usage in 3D Printing With Multimodal Neural Network,rqWeI03Gd80J,"Q Cheng, C Zhang, X Shen - 2022 4th International …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10075130/,estimation of energy and time usage in d printing with multimodal neural network,1,1
2779,Power estimation of CMOS circuits by neural network macromodel,ujMf0p2OzqEJ,"W Qiang, Y Cao, Y Yan, X Gao - Advances in Neural Networks-ISNN 2006 …, 2006 - Springer",https://link.springer.com/chapter/10.1007/11760191_191,power estimation of cmos circuits by neural network macromodel,1,1
2786,Neural Network Based Mutual Inductance Estimation for Maximum Power Point Tracking in Wireless Power Transfer Array,DcOVGe-O87oJ,"ME Bima, I Bhattacharya, WO Adepoju… - … IEEE Vehicle Power …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9699144/,neural network based mutual inductance estimation for maximum power point tracking in wireless power transfer array,1,1
2788,The Simulation of Noise Level Estimation for Energy Internet Load Data Prediction by Artificial Neural Network,Bxw6zXf0N_gJ,"Y Ming, J Cao, Q Wang, H Zhang… - … and Commercial Power …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9949740/,the simulation of noise level estimation for energy internet load data prediction by artificial neural network,1,1
2793,Resource optimisation of downlink NOMA using Elman's recurrent neural network channel estimation and emperor penguin optimiser power allocation method,IJWUrmO0XYEJ,"S Gehlot, S Jain - International Journal of Wireless and …, 2021 - inderscienceonline.com",https://www.inderscienceonline.com/doi/abs/10.1504/IJWMC.2021.120028,resource optimisation of downlink noma using elman s recurrent neural network channel estimation and emperor penguin optimiser power allocation method,1,1
2796,Estimation of Reasonable Line Loss in Low Power and Light Load Station Area Based on Robust Neural Network,shhlV4KnNeQJ,"F Liu, W Huang, B Xu, M Xu… - … System and Green Energy …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9881195/,estimation of reasonable line loss in low power and light load station area based on robust neural network,1,1
2804,Studies on a method to estimate power demand in the following day using a neural network. Neural network wo shiyoshita yokujitsu juyo yosoku shuho no kenkyu,VWsMB-KMd7IJ,"Y Kishi - Hokuriku Denryoku KK Gijutsu Kenkyujo Gijutsu …, 1994 - osti.gov",https://www.osti.gov/etdeweb/biblio/6989679,studies on a method to estimate power demand in the following day using a neural network neural network wo shiyoshita yokujitsu juyo yosoku shuho no kenkyu,1,1
2805,A Deep Neural Network for Simultaneous Estimation of b Jet Energy and Resolution,tYJR7qst0tIJ,CMS Collaboration193 - 2020 - cris.unibo.it,https://cris.unibo.it/bitstream/11585/803237/2/s41781-020-00041-z.pdf,a deep neural network for simultaneous estimation of b jet energy and resolution,1,3
2811,Advanced Fault Section Estimation System for Power Networks Based on Hybrid Fuzzy System and Radial Basis Function Neural Network,jSrTKDjRHMkJ,"T Bi, Y Ni, FF Wu - 2001 - hub.hku.hk",https://hub.hku.hk/handle/10722/57286,advanced fault section estimation system for power networks based on hybrid fuzzy system and radial basis function neural network,1,1
2812,NBPE: Neural network based power estimation simulator for specification design,JIuDTp6YPFAJ,"L Hou, X Peng, S Geng, J Wang… - 2010 IEEE Electrical …, 2010 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5683004/,nbpe neural network based power estimation simulator for specification design,1,1
2814,Estimation of Driving Resistance Coefficients with Neural Network and Its Low-Power Implementation using FPGA,NPR0IKd84cQJ,"S Hanamata, S Akiyama, M Hirata - … of Society of Automotive Engineers of …, 2022 - trid.trb.org",https://trid.trb.org/view/1937268,estimation of driving resistance coefficients with neural network and its low power implementation using fpga,1,1
2815,… Variability as Synapses on Inception Simulation Framework to Characterize the Prediction Accuracy and Power Estimation per Bit for Convolution Neural Network,n0LMVtaG0cUJ,"NL Prabhu, N Raghavan - … on the Physical and Failure Analysis …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9260780/,variability as synapses on inception simulation framework to characterize the prediction accuracy and power estimation per bit for convolution neural network,1,1
2817,A Deep Neural Network for Simultaneous Estimation of b Jet Energy and Resolution,lbuGP3MLP88J,CMS Collaboration - 2020 - elib.bsu.by,https://elib.bsu.by/handle/123456789/288248,a deep neural network for simultaneous estimation of b jet energy and resolution,1,3
2818,Uninterruptible power supply state of charge estimation based on BP neural network,zgT2Jn3QP3MJ,"H Gong - 2020 The 8th International Conference on Information …, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3446999.3447639,uninterruptible power supply state of charge estimation based on bp neural network,1,1
2823,Neural Network Macromodel for High-Level Power Estimation of CMOS Circuits,g-OcMEW_R2AJ,"W Qiang, Y Cao, Y Yan, X Gao - … Conference on Neural Networks and Brain - infona.pl",https://www.infona.pl/resource/bwmeta1.element.ieee-art-000001614789,neural network macromodel for high level power estimation of cmos circuits,1,2
2831,The local power demand estimation based on artificial neural network technique,GXGZYVkj5tIJ,"O Kilic, F Attar, R Yumurtaci… - MELECON'98. 9th …, 1998 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/699376/,the local power demand estimation based on artificial neural network technique,1,1
2832,Robustness of a Neural Network Model for Power Peak Factor Estimation in Protection Systems,WcOaium-RCgJ,JML Moreira - 2006 - osti.gov,https://www.osti.gov/biblio/20995648,robustness of a neural network model for power peak factor estimation in protection systems,1,2
2835,A Data Partitioning-based Artificial Neural Network Model to Estimate Real-driving Energy Consumption of Electric Buses 2,rSRbyiDAc5QJ,"Y Zhang, Y Chen, R Sun, A Dubey, P Pugliese - smarttransit.ai",https://smarttransit.ai/files/yucheTRB21.pdf,a data partitioning based artificial neural network model to estimate real driving energy consumption of electric buses,1,1
2843,Robustness of a Neural Network Model for Power Peak Factor Estimation in Protection Systems,l3aZ-hMRwZAJ,"RMGP Souza, JML Moreira - International …, 2006 - asmedigitalcollection.asme.org",https://asmedigitalcollection.asme.org/ICONE/proceedings-abstract/ICONE14/285/315733,robustness of a neural network model for power peak factor estimation in protection systems,1,2
2845,Artificial Neural Network based Cost Estimation of Power Losses in Electricity Distribution System,taayq-er8D4J,"G Goren, B Dindar, Ö Gül - avesis.itu.edu.tr",https://avesis.itu.edu.tr/yayin/6c9255fd-5431-4014-bc8a-04959727758b/artificial-neural-network-based-cost-estimation-of-power-losses-in-electricity-distribution-system,artificial neural network based cost estimation of power losses in electricity distribution system,1,2
2847,Fast and accurate workload-level neural network based IC energy consumption estimation,SvrFlQKPVosJ,"NC Laurenciu, SD Cotofana - 2017 14th International …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7981598/,fast and accurate workload level neural network based ic energy consumption estimation,1,1
2848,Load estimation of power transformers using an artificial neural network,hAodynjpJ5gJ,"LA Zapata, EV Hernández… - … Energies and Energy …, 2012 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6478901/,load estimation of power transformers using an artificial neural network,1,1
2857,Motion Estimation by Direct Minimisation of the Energy Function of the Hopfield Neural Network,CzBZNmZawDEJ,"L Ciepliński, C Jcedrzejek - Proceedings IWISP'96, 1996 - Elsevier",https://www.sciencedirect.com/science/article/pii/B9780444825872500975,motion estimation by direct minimisation of the energy function of the hopfield neural network,1,1
2859,Power Consumption Interval Prediction Based on Quantile Regression Neural Network and Kernel Density Estimation,nhhkkF6vaXoJ,"H Lv, G Chen, M Deng, Z Tan… - 2018 11th International …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8695577/,power consumption interval prediction based on quantile regression neural network and kernel density estimation,1,1
2862,A neural network based alternator power angle estimation method for marine electrical network supervision and control,AQqvbmCWw6UJ,"G Yao, G Lebret, M Ait-Ahmed… - … Conference on Power …, 2009 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5278678/,a neural network based alternator power angle estimation method for marine electrical network supervision and control,1,1
2864,Cost Estimation Method of Power Engineering Overhead Line Based on ARIMA—RBF Neural Network Model,Jjg1eP-EDtMJ,"G ZHANG, M LI, T YI - … Journal of Simulation--Systems, Science & …, 2016 - ijssst.info",https://ijssst.info/Vol-17/No-44/paper3.pdf,cost estimation method of power engineering overhead line based on arima rbf neural network model,1,1
2867,Junction temperature estimation of a high-power-density SiC MOSFET module by neural network-based digital twin method,ErPzruh4c0EJ,"Z Shuai, S He, Y Xue, Y Zheng, J Gai, Y Li, G Li, J Li - eTransportation - trid.trb.org",https://trid.trb.org/view/2142184,junction temperature estimation of a high power density sic mosfet module by neural network based digital twin method,1,1
2873,Energy efficiency prediction using artificial neural network,MqiDnahi7YIJ,"AJ Khalil, AM Barhoom, BS Abu-Nasser, MM Musleh… - 2019 - philpapers.org",https://philpapers.org/rec/KHAEEP,energy efficiency prediction using artificial neural network,1,1
2874,A Hybrid Neural Network and ARIMA Model for Energy Consumption Forcasting.,idKNvwLo7sUJ,"X Wang, M Meng - J. Comput., 2012 - jcomputers.us",http://www.jcomputers.us/vol7/jcp0705-19.pdf,a hybrid neural network and arima model for energy consumption forcasting,1,1
2877,Influence of artificial neural network structure on quality of short-term electric energy consumption forecast,buY3mFsRH5cJ,"D Baczyński, M Parol - IEE Proceedings-Generation, Transmission and …, 2004 - IET",https://digital-library.theiet.org/content/journals/10.1049/ip-gtd_20040070,influence of artificial neural network structure on quality of short term electric energy consumption forecast,1,1
2879,Predictive modelling for energy consumption in machining using artificial neural network,Pf5m-90T1NgJ,"G Kant, KS Sangwan - Procedia Cirp, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S221282711500935X,predictive modelling for energy consumption in machining using artificial neural network,1,1
2882,Power prediction in mobile communication systems using an optimal neural-network structure,WajuMyqSN8sJ,"XM Gao, XZ Gao, JMA Tanskanen… - IEEE Transactions on …, 1997 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/641467/,power prediction in mobile communication systems using an optimal neural network structure,1,1
2883,Prediction of energy demands using neural network with model identification by global optimization,nQJm_yJsCV8J,"R Yokoyama, T Wakui, R Satake - Energy Conversion and Management, 2009 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0196890408003634,prediction of energy demands using neural network with model identification by global optimization,1,1
2884,Electrical energy consumption prediction is based on the recurrent neural network,mP1zwsfmrgcJ,"SA Zagrebina, VG Mokhov, VI Tsimbol - Procedia Computer Science, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1877050919304077,electrical energy consumption prediction is based on the recurrent neural network,1,1
2885,Predictive models for building's energy consumption: An Artificial Neural Network (ANN) approach,Apndo5lNbOkJ,"S Ferlito, M Atrigna, G Graditi, S De Vito… - 2015 xviii aisem …, 2015 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7066836/,predictive models for building s energy consumption an artificial neural network ann approach,1,1
2886,Multifactor-influenced energy consumption forecasting using enhanced back-propagation neural network,TyaTe1MbxI0J,"YR Zeng, Y Zeng, B Choi, L Wang - Energy, 2017 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0360544217304759,multifactor influenced energy consumption forecasting using enhanced back propagation neural network,1,1
2887,PredictiveNet: An energy-efficient convolutional neural network via zero prediction,Zv8L1KlybAIJ,"Y Lin, C Sakr, Y Kim… - 2017 IEEE international …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8050797/,predictivenet an energy efficient convolutional neural network via zero prediction,1,1
2888,Convergent newton method and neural network for the electric energy usage prediction,5yds83D_QicJ,"J de Jesús Rubio, MA Islas, G Ochoa, DR Cruz… - Information …, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0020025521011609,convergent newton method and neural network for the electric energy usage prediction,1,1
2892,Novel economy and carbon emissions prediction model of different countries or regions in the world for energy optimization using improved residual neural network,kGg4mHeEZO4J,"Y Han, L Cao, Z Geng, W Ping, X Zuo, J Fan… - Science of The Total …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S004896972207512X,novel economy and carbon emissions prediction model of different countries or regions in the world for energy optimization using improved residual neural network,1,1
2894,Energy consumption forecasting using ARIMA and neural network models,CrHycPppCKkJ,"C Nichiforov, I Stamatescu, I Făgărăşan… - … on Electrical and …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8170657/,energy consumption forecasting using arima and neural network models,1,1
2895,A hybrid neural network model and encoding technique for enhanced classification of energy consumption data,uiHFR5aDQcAJ,"SSSR Depuru, L Wang… - … power and energy …, 2011 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6039050/,a hybrid neural network model and encoding technique for enhanced classification of energy consumption data,1,1
2898,Forecasting net energy consumption using artificial neural network,Ohg04AsPICAJ,"A Sözen, MA Akçayol, E Arcaklioğlu - Energy Sources, Part B, 2006 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/009083190881562,forecasting net energy consumption using artificial neural network,1,1
2905,Development of neural network prediction model of energy consumption,KG7FdbY9NgQJ,"MJ Ismail, R Ibrahim, I Ismail - … Journal of Energy and Power …, 2011 - publications.waset.org",http://publications.waset.org/12881/development-of-neural-network-prediction-model-of-energy-consumption,development of neural network prediction model of energy consumption,1,1
2908,A Shallow Neural Network Approach for the Short-Term Forecast of Hourly Energy Consumption,vdNRtDPwkG0J,"A Manno, E Martelli, E Amaldi - Energies, 2022 - mdpi.com",https://www.mdpi.com/1473134,a shallow neural network approach for the short term forecast of hourly energy consumption,1,1
2915,Statistical features based approach (SFBA) for hourly energy consumption prediction using neural network,oKwTJGRl2TcJ,"F Wahid, R Ghazali, M Fayaz, AS Shah - Networks, 2017 - mecs-press.net",http://www.mecs-press.net/ijitcs/ijitcs-v9-n5/IJITCS-V9-N5-4.pdf,statistical features based approach sfba for hourly energy consumption prediction using neural network,1,1
2925,Comparison of regression model and artificial neural network model for the prediction of electrical power generated in Nigeria,-9e3ra4UdlkJ,"OS Maliki, AO Agbo, AO Maliki, LM Ibeh… - Advances in Applied …, 2011 - researchgate.net",https://www.researchgate.net/profile/Lawrence-Ibeh/publication/268423022_Comparison_of_Regression_Model_and_Artificial_Neural_Network_Model_for_the_prediction_of_Electrical_Power_generated_in_Nigeria/links/54c0c0c60cf28a6324a33bdf/Comparison-of-Regression-Model-and-Artificial-Neural-Network-Model-for-the-prediction-of-Electrical-Power-generated-in-Nigeria.pdf,comparison of regression model and artificial neural network model for the prediction of electrical power generated in nigeria,1,1
2926,An artificial neural network approach to predict energy consumption and surface roughness of a natural material,L9w-oMb3KXQJ,"M Arafat, T Sjafrizal, RA Anugraha - SN Applied Sciences, 2020 - Springer",https://link.springer.com/article/10.1007/s42452-020-2987-6,an artificial neural network approach to predict energy consumption and surface roughness of a natural material,1,1
2929,Adaptive neural network prediction model for energy consumption,um6EHL7WO4UJ,"MJ Ismail, R Ibrahim, I Ismail - 2011 3rd International …, 2011 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5763864/,adaptive neural network prediction model for energy consumption,1,1
2931,Non-linear autoregressive neural network (NARNET) with SSA filtering for a university energy consumption forecast,HgOxx_NjWZUJ,"PA Adedeji, S Akinlabi, O Ajayi, N Madushele - Procedia Manufacturing, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2351978919304998,non linear autoregressive neural network narnet with ssa filtering for a university energy consumption forecast,1,1
2934,Prediction of output power with artificial neural network using extended datasets for Stirling engines,_lfK4OsuznMJ,"H Jiang, Z Xi, AA Rahman, X Zhang - Applied Energy, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306261920306358,prediction of output power with artificial neural network using extended datasets for stirling engines,1,1
2942,Data center power management for regulation service using neural network-based power prediction,mOjfIJCbOWsJ,"N Liu, X Lin, Y Wang - 2017 18th International Symposium on …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7918343/,data center power management for regulation service using neural network based power prediction,1,1
2953,An artificial neural network approach to power consumption model construction for servers in cloud data centers,eMx9R-OXh4kJ,"W Lin, G Wu, X Wang, K Li - IEEE Transactions on Sustainable …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8685195/,an artificial neural network approach to power consumption model construction for servers in cloud data centers,1,1
2954,Application of long short-term memory (LSTM) neural network based on deeplearning for electricity energy consumption forecasting,4OoXjltVqq8J,"M Bilgili, N Arslan, A ŞEKERTEKİN… - Turkish Journal of …, 2022 - journals.tubitak.gov.tr",https://journals.tubitak.gov.tr/elektrik/vol30/iss1/10/,application of long short term memory lstm neural network based on deeplearning for electricity energy consumption forecasting,1,1
2963,Predicting Energy Consumption and CO2 Emissions of Excavators in Earthwork Operations: An Artificial Neural Network Model,KvTdLf4_XfkJ,"HSH Jassim, W Lu, T Olofsson - Sustainability, 2017 - mdpi.com",https://www.mdpi.com/210512,predicting energy consumption and co emissions of excavators in earthwork operations an artificial neural network model,1,1
2967,Forecasting Energy Consumption Time Series Using Recurrent Neural Network in Tensorflow,AVihrfnOeRYJ,"MMS Yazdan, M Khosravia, S Saki, MA Al Mehedi - 2022 - preprints.org",https://www.preprints.org/manuscript/202209.0404,forecasting energy consumption time series using recurrent neural network in tensorflow,1,1
2970,A power consumption model for cloud servers based on elman neural network,lxSvhDdPye8J,"W Wu, W Lin, L He, G Wu… - IEEE Transactions on …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8735730/,a power consumption model for cloud servers based on elman neural network,1,1
2974,Hybrid Deep Neural Network Model for Multi-Step Energy Prediction of Prosumers,kfG8NwBOgswJ,"M Antal, L Toderean, T Cioara, I Anghel - Applied Sciences, 2022 - mdpi.com",https://www.mdpi.com/1647682,hybrid deep neural network model for multi step energy prediction of prosumers,1,1
2975,Approximated prediction strategy for reducing power consumption of convolutional neural network processor,JU-scQ7Z6RcJ,"T Ujiie, M Hiromoto, T Sato - … of the IEEE Conference on Computer …, 2016 - cv-foundation.org",https://www.cv-foundation.org/openaccess/content_cvpr_2016_workshops/w14/html/Ujiie_Approximated_Prediction_Strategy_CVPR_2016_paper.html,approximated prediction strategy for reducing power consumption of convolutional neural network processor,1,1
2981,Capture power prediction of the frustum of a cone shaped floating body based on BP neural network,nF2maH5jjkYJ,"W Wang, Y Liu, F Bai, G Xue - Journal of Marine Science and …, 2021 - mdpi.com",https://www.mdpi.com/1148784,capture power prediction of the frustum of a cone shaped floating body based on bp neural network,1,1
2983,Artificial neural network modeling for evaluating the power consumption of silicon production in submerged arc furnaces,EwCh8qed7WkJ,"Z Chen, W Ma, K Wei, J Wu, S Li, K Xie, G Lv - Applied Thermal Engineering, 2017 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1359431116323869,artificial neural network modeling for evaluating the power consumption of silicon production in submerged arc furnaces,1,1
2984,A shallow deep neural network for selection of migration candidate virtual machines to reduce energy consumption,x2uct4FjfkoJ,"Z Khodaverdian, H Sadr… - 2021 7th International …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9443133/,a shallow deep neural network for selection of migration candidate virtual machines to reduce energy consumption,1,1
2985,Artificial neural network model for forecasting energy consumption in hot mix asphalt (HMA) production,Rf_fDvx2_6IJ,"I Androjić, Z Dolaček-Alduk - Construction and Building Materials, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0950061818305762,artificial neural network model for forecasting energy consumption in hot mix asphalt hma production,1,1
2989,Modeling of energy consumption and effluent quality using density peaks-based adaptive fuzzy neural network,YCITM5nnPD0J,"J Qiao, H Zhou - IEEE/CAA Journal of Automatica Sinica, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8405350/,modeling of energy consumption and effluent quality using density peaks based adaptive fuzzy neural network,1,1
2993,Design of artificial neural network models for the prediction of the Hellenic energy consumption,T8hTpbE0_xoJ,"P Karampelas, V Vita, C Pavlatos… - … on Neural Network …, 2010 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5644049/,design of artificial neural network models for the prediction of the hellenic energy consumption,1,1
3004,Study of spindle power data with neural network for predicting real-time tool wear/breakage during inconel drilling,poBJ5AftFogJ,"R Corne, C Nath, M El Mansori, T Kurfess - Journal of Manufacturing …, 2017 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0278612517300043,study of spindle power data with neural network for predicting real time tool wear breakage during inconel drilling,1,1
3005,Sliding mode and neural network control of sensorless PMSM controlled system for power consumption and performance improvement,uD-dAdSqQvgJ,"MS Wang, TM Tsai - Energies, 2017 - mdpi.com",https://www.mdpi.com/235370,sliding mode and neural network control of sensorless pmsm controlled system for power consumption and performance improvement,1,1
3006,Comparison of linear and neural network-based power prediction schemes for mobile DS/CDMA systems,9DMrULS73bMJ,"XM Gao, JMA Tanskanen… - Proceedings of Vehicular …, 1996 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/503408/,comparison of linear and neural network based power prediction schemes for mobile ds cdma systems,1,1
3007,Random hyper-parameter search-based deep neural network for power consumption forecasting,SKs_RlJC69sJ,"JF Torres, D Gutiérrez-Avilés, A Troncoso… - … : 15th International Work …, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-20521-8_22,random hyper parameter search based deep neural network for power consumption forecasting,1,1
3008,Analysis and prediction of hourly energy consumption based on long short-term memory neural network,SH-LxhA9eIwJ,"R Akter, JM Lee, DS Kim - 2021 International Conference on …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9333968/,analysis and prediction of hourly energy consumption based on long short term memory neural network,1,1
3020,Rupture energy prediction model for walnut shell breaking based on genetic BP neural network,8SzlA4Y1dbEJ,"H Zhang, Y Ma, Y Li, R Zhang… - Transactions of the …, 2014 - ingentaconnect.com",https://www.ingentaconnect.com/content/tcsae/tcsae/2014/00000030/00000018/art00010,rupture energy prediction model for walnut shell breaking based on genetic bp neural network,1,1
3022,Predicting mixing power using artificial neural network,hrCI8tCdKGQJ,"AP Sincero - World Water & Environmental Resources Congress …, 2003 - ascelibrary.org",https://ascelibrary.org/doi/abs/10.1061/40685(2003)262,predicting mixing power using artificial neural network,1,1
3025,GPU energy consumption optimization with a global-based neural network method,OMixj26v5LUJ,"Y Huang, B Guo, Y Shen - IEEE Access, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8708170/,gpu energy consumption optimization with a global based neural network method,1,1
3026,Artificial neural network model for predicting draft and energy requirements of a disk plow.,A28vGdQkICcJ,"SA Al-Hamed, MF Wahby, SM Al-Saqer… - JAPS: Journal of Animal …, 2013 - Citeseer",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=87e66b13ae62ae2192d54f9bde59a837f920fad4,artificial neural network model for predicting draft and energy requirements of a disk plow,1,1
3037,Recurrent neural network based link quality prediction for fluctuating low power wireless links,tLSIcJOQIOIJ,"M Xu, W Liu, J Xu, Y Xia, J Mao, C Xu, S Hu, D Huang - Sensors, 2022 - mdpi.com",https://www.mdpi.com/1485384,recurrent neural network based link quality prediction for fluctuating low power wireless links,1,1
3042,"… using boosted regression tree (BRT), artificial neural network (ANN) and response surface methodology (RSM); energy consumption and intermediates study",wuUALIVU42gJ,"S Hussain, H Khan, S Gul, JR Steter, AJ Motheo - Chemosphere, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0045653521006202,using boosted regression tree brt artificial neural network ann and response surface methodology rsm energy consumption and intermediates study,1,1
3044,Detecting transportation modes with low-power-consumption sensors using recurrent neural network,GHdtAPeaeN8J,"H Wang, H Luo, F Zhao, Y Qin, Z Zhao… - 2018 IEEE SmartWorld …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8560169/,detecting transportation modes with low power consumption sensors using recurrent neural network,1,1
3047,Artificial neural network based technique for energy management prediction,t-xhrrzzHOQJ,"NA Wahab, ZM Yasin, NA Salim… - Indonesian Journal of …, 2020 - pdfs.semanticscholar.org",https://pdfs.semanticscholar.org/e6be/b43c044c06dc547108ca72876bc0f5bde9fc.pdf,artificial neural network based technique for energy management prediction,1,1
3061,Comparison of regression and neural network approaches to forecast daily power consumption,m1e0pyLWBxYJ,"K Dmitri, A Maria, A Anna - 2016 11th International Forum on …, 2016 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7884239/,comparison of regression and neural network approaches to forecast daily power consumption,1,1
3066,Modelling energy consumption of the republic of Serbia using linear regression and artificial neural network technique,ZbUw8buvDfcJ,"M Protić, F Fathurrahman, M Raos - Tehnički vjesnik, 2019 - hrcak.srce.hr",https://hrcak.srce.hr/clanak/316834,modelling energy consumption of the republic of serbia using linear regression and artificial neural network technique,1,1
