"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KIKTMKJB","conferencePaper","2017","Rieger, Felix; Bockisch, Christoph","Survey of Approaches for Assessing Software Energy Consumption","Proceedings of the 2nd ACM SIGPLAN International Workshop on Comprehension of Complex Systems","978-1-4503-5521-6","","10.1145/3141842.3141846","https://doi.org/10.1145/3141842.3141846","Though the energy consumption of software-controlled ICT systems ranging from mobile devices to data centers is increasingly gaining attention, energy optimization is still far from an established task in the software development process. Therefore, we have surveyed the available research on assessing the energy consumption of software systems, which showed a lack of development tools, but several approaches exist for measuring the energy consumption. We group these approaches according to how measurement data is made available and compare several characteristics of the collected data. The survey shows that not only development tools for software energy optimization are still missing, but there is also a lack of fine-grained measurement approaches as well as approaches for general-purpose platforms.","2017","2023-07-10 14:37:32","2023-07-10 14:37:32","","19–24","","","","","","","CoCoS 2017","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Vancouver, BC, Canada","","","","Energy Analysis; Energy Measurement; Software Energy Behavior; Survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Y678YSH","conferencePaper","2014","Noureddine, Adel; Rouvoy, Romain; Seinturier, Lionel","Unit Testing of Energy Consumption of Software Libraries","Proceedings of the 29th Annual ACM Symposium on Applied Computing","978-1-4503-2469-4","","10.1145/2554850.2554932","https://doi.org/10.1145/2554850.2554932","The development of energy-efficient software has become a key requirement for a large number of devices, from smartphones to data centers. However, measuring accurately this consumption is a major challenge that state-of-the-art approaches have tried to tackle with a limited success. While monitoring applications' consumption offers a clear insight on where the energy is being spent, it does not help in understanding how the energy is consumed. In this paper, we therefore introduce JalenUnit, a software framework that infers the energy consumption model of software libraries from execution traces. This model can then be used to diagnose application code for detecting energy bugs, understanding energy distribution, establishing energy profiles and classifications, and comparing software libraries against their energy consumption.","2014","2023-07-10 14:37:32","2023-07-10 14:37:32","","1200–1205","","","","","","","SAC '14","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Gyeongju, Republic of Korea","","","","benchmarks; empirical benchmarking; energy; energy measurement; modeling; power modeling; software metrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IQX7VFK","conferencePaper","2017","Jagroep, Erik; Broekman, Jordy; van der Werf, Jan Martijn E. M.; Brinkkemper, Sjaak; Lago, Patricia; Blom, Leen; van Vliet, Rob","Awakening Awareness on Energy Consumption in Software Engineering","Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Society Track","978-1-5386-2673-3","","10.1109/ICSE-SEIS.2017.10","https://doi.org/10.1109/ICSE-SEIS.2017.10","Software producing organizations have the ability to address the energy impact of their ICT solutions during the development process. However, while industry is convinced of the energy impact of hardware, the role of software has mostly been acknowledged by researchers in software engineering. Strengthened by the limited practical knowledge to reduce the energy consumption, organizations have less control over the energy impact of their products and lose the contribution of software towards energy related strategies. Consequently, industry risks not being able to meet customer requirements or even fulfill corporate sustainability goals.In this paper we perform an exploratory case study on how to create and maintain awareness on an energy consumption perspective for software among stakeholders involved with the development of software products. During the study, we followed the development process of two commercial software products and provided direct feedback to the stakeholders on the effects of their development efforts, specifically concerning energy consumption and performance, using an energy dashboard. Multiple awareness measurements allowed us to keep track of changes over time on specific aspects affecting software development. Our results show that, despite a mixed sentiment towards the dashboard, changed awareness has triggered discussion on the energy consumption of software.","2017","2023-07-10 14:37:32","2023-07-10 14:37:32","","76–85","","","","","","","ICSE-SEIS '17","","","","IEEE Press","","","","","","","","","event-place: Buenos Aires, Argentina","","","","awareness; energy consumption perspective; software energy consumption; software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KQZHXD8","conferencePaper","2020","Ournani, Zakaria; Rouvoy, Romain; Rust, Pierre; Penhoat, Joel","On Reducing the Energy Consumption of Software: From Hurdles to Requirements","Proceedings of the 14th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)","978-1-4503-7580-1","","10.1145/3382494.3410678","https://doi.org/10.1145/3382494.3410678","Background. As software took control over hardware in many domains, the question of the energy footprint induced by the software is becoming critical for our society, as the resources powering the underlying infrastructure are finite. Yet, beyond this growing interest, energy consumption remains a difficult concept to master for a developer.Aims. The purpose of this study is to better understand the root causes that prevent the issue of software energy consumption to be more widely considered by developers and companies.Method. To investigate this issue, this paper reports on a qualitative study we conducted in an industrial context. We applied an in-depth analysis of the interviews of 10 experienced developers and summarized a set of implications.Results. We argue that our study delivers i) insightful feedback on how green software design is considered among the interviewed developers and ii) a set of findings to build helpful tools, motivate further research, and establish better development strategies to promote green software design.Conclusion. This paper covers an industrial case study of developers' awareness of green software design and how to promote it within the company. While it might not be generalizable for any company, we believe our results deliver a common body of knowledge with implications to be considered for similar cases and further researches.","2020","2023-07-10 14:37:32","2023-07-10 14:37:32","","","","","","","","","ESEM '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Bari, Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVDJ2EG7","conferencePaper","2022","Rodionov, Dmitri; Daniali, Sara; Khortabi, Farzin; Moqaddasnejad, Ali","Study Effect of Information and Communication Technology (ICT) on Energy Consumption and Greenhouse Gas Emissions in Selected Oil-Producing Countries","Proceedings of the 3rd International Scientific Conference on Innovations in Digital Economy","978-1-4503-8694-4","","10.1145/3527049.3527123","https://doi.org/10.1145/3527049.3527123","The current trend of increasing energy consumption in the world has brought about two major crises for humanity. The first one is environmental pollution and the running out of energy resources. Energy supply is one of the fundamental requirements of economic development and improving the quality of human life. Since the industrial revolution in the mid-18th century, the ever-growing consumption of energy in the world has been continued. Further, Carbon Dioxide&nbsp;emitted during the&nbsp;combustion&nbsp;of fossil fuels has exerted irreversible and threatening changes in the world. Today, experts and researchers are looking for sustainable development and some strategies to reduce energy consumption and environmental pollution. Using ICT has been considered to be one of the effective solutions to achieve these goals. Due to the adverse economic and environmental consequences, as well as the continuous increase of greenhouse gas emissions, there is an emergent need to conduct some inquiries to identify the source of problems and propose some efficient coping strategies. The present study is conducted to investigate the relationship between carbon dioxide emissions, energy consumption, ICT&nbsp;development&nbsp;index, and economic growth. For this purpose, the data panel method was utilized for selected oil producing countries from 1998 to 2011. The results of model estimation revealed that the Kuznets hypothesis was confirmed in the period under investigation and also the development of ICT had a positive effect on reducing energy consumption and air pollution.","2022","2023-07-10 14:37:32","2023-07-10 14:37:32","","35–41","","","","","","","SPBPU IDE '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Saint - Petersburg, Russian Federation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T258IDWG","conferencePaper","2011","Li, Zhichao; Grosu, Radu; Sehgal, Priya; Smolka, Scott A.; Stoller, Scott D.; Zadok, Erez","On the Energy Consumption and Performance of Systems Software","Proceedings of the 4th Annual International Conference on Systems and Storage","978-1-4503-0773-4","","10.1145/1987816.1987827","https://doi.org/10.1145/1987816.1987827","Models of energy consumption and performance are necessary to understand and identify system behavior, prior to designing advanced controls that can balance out performance and energy use. This paper considers the energy consumption and performance of servers running a relatively simple file-compression workload. We found that standard techniques for system identification do not produce acceptable models of energy consumption and performance, due to the intricate interplay between the discrete nature of software and the continuous nature of energy and performance. This motivated us to perform a detailed empirical study of the energy consumption and performance of this system with varying compression algorithms and compression levels, file types, persistent storage media, CPU DVFS levels, and disk I/O schedulers. Our results identify and illustrate factors that complicate the system's energy consumption and performance, including nonlinearity, instability, and multi-dimensionality. Our results provide a basis for future work on modeling energy consumption and performance to support principled design of controllable energy-aware systems.","2011","2023-07-10 14:37:32","2023-07-10 14:37:32","","","","","","","","","SYSTOR '11","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Haifa, Israel","","","","data compression; energy efficiency; system identification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QHCA4GE","conferencePaper","2021","Guégain, Édouard; Quinton, Clément; Rouvoy, Romain","On Reducing the Energy Consumption of Software Product Lines","Proceedings of the 25th ACM International Systems and Software Product Line Conference - Volume A","978-1-4503-8469-8","","10.1145/3461001.3471142","https://doi.org/10.1145/3461001.3471142","Along the last decade, several studies considered green software design as a key development concern to improve the energy efficiency of software. Yet, few techniques address this concern for Software Product Lines (SPL). In this paper, we therefore introduce two approaches to measure and reduce the energy consumption of a SPL by analyzing a limited set of products sampled from this SPL. While the first approach relies on the analysis of individual feature consumptions, the second one takes feature interactions into account to better mitigate energy consumption of resulting products.Our experimental results on a real-world SPL indicate that both approaches succeed to produce significant energy improvements on a large number of products, while consumption data was modeled from a small set of sampled products. Furthermore, we show that taking feature interactions into account leads to more products improved with higher energy savings per product.","2021","2023-07-10 14:37:32","2023-07-10 14:37:32","","89–99","","","","","","","SPLC '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Leicester, United Kingdom","","","","consumption; energy; measurement; mitigation; software product lines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRP6MXE3","conferencePaper","2002","Juang, Philo; Oki, Hidekazu; Wang, Yong; Martonosi, Margaret; Peh, Li Shiuan; Rubenstein, Daniel","Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet","Proceedings of the 10th International Conference on Architectural Support for Programming Languages and Operating Systems","1-58113-574-2","","10.1145/605397.605408","https://doi.org/10.1145/605397.605408","Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","2002","2023-07-10 14:37:32","2023-07-10 14:37:32","","96–107","","","","","","","ASPLOS X","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: San Jose, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLQGPIZ6","journalArticle","2002","Juang, Philo; Oki, Hidekazu; Wang, Yong; Martonosi, Margaret; Peh, Li Shiuan; Rubenstein, Daniel","Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet","SIGARCH Comput. Archit. News","","0163-5964","10.1145/635506.605408","https://doi.org/10.1145/635506.605408","Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","2002-10","2023-07-10 14:37:32","2023-07-10 14:37:32","","96–107","","5","30","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4QJCJWA","journalArticle","2002","Juang, Philo; Oki, Hidekazu; Wang, Yong; Martonosi, Margaret; Peh, Li Shiuan; Rubenstein, Daniel","Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet","SIGPLAN Not.","","0362-1340","10.1145/605432.605408","https://doi.org/10.1145/605432.605408","Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","2002-10","2023-07-10 14:37:32","2023-07-10 14:37:32","","96–107","","10","37","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ST5KK5GK","journalArticle","2002","Juang, Philo; Oki, Hidekazu; Wang, Yong; Martonosi, Margaret; Peh, Li Shiuan; Rubenstein, Daniel","Energy-Efficient Computing for Wildlife Tracking: Design Tradeoffs and Early Experiences with ZebraNet","SIGOPS Oper. Syst. Rev.","","0163-5980","10.1145/635508.605408","https://doi.org/10.1145/635508.605408","Over the past decade, mobile computing and wireless communication have become increasingly important drivers of many new computing applications. The field of wireless sensor networks particularly focuses on applications involving autonomous use of compute, sensing, and wireless communication devices for both scientific and commercial purposes. This paper examines the research decisions and design tradeoffs that arise when applying wireless peer-to-peer networking techniques in a mobile sensor network designed to support wildlife tracking for biology research.The ZebraNet system includes custom tracking collars (nodes) carried by animals under study across a large, wild area; the collars operate as a peer-to-peer network to deliver logged data back to researchers. The collars include global positioning system (GPS), Flash memory, wireless transceivers, and a small CPU; essentially each node is a small, wireless computing device. Since there is no cellular service or broadcast communication covering the region where animals are studied, ad hoc, peer-to-peer routing is needed. Although numerous ad hoc protocols exist, additional challenges arise because the researchers themselves are mobile and thus there is no fixed base station towards which to aim data. Overall, our goal is to use the least energy, storage, and other resources necessary to maintain a reliable system with a very high `data homing' success rate. We plan to deploy a 30-node ZebraNet system at the Mpala Research Centre in central Kenya. More broadly, we believe that the domain-centric protocols and energy tradeoffs presented here for ZebraNet will have general applicability in other wireless and sensor applications.","2002-10","2023-07-10 14:37:32","2023-07-10 14:37:32","","96–107","","5","36","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VS2NNWMU","conferencePaper","2010","Poroseva, Svetlana V.","On Reducing Computational Complexity in Evaluating the Topological Survivability of Power Systems","Proceedings of the 2010 Conference on Grand Challenges in Modeling &amp; Simulation","","","","","The topological survivability of a power system is the system ability due to its topology – the number of system elements that generate and demand power and connections between them – to supply power to loads under massive sudden damage. Previously we showed that the topological survivability of a power system can be quantified by analyzing the impact of all possible combinations of unrecoverable faults (fault scenarios) on the availability and connectivity of the system elements. The number of possible fault scenarios grows as 2M with increasing the number M of the system elements. Clearly, such an analysis is a computational challenge for large-scale systems. The paper discusses possibilities of reducing computational complexity of the problem.","2010","2023-07-10 14:37:32","2023-07-10 14:37:32","","27–31","","","","","","","GCMS '10","","","","Society for Modeling &amp; Simulation International","Vista, CA","","","","","","","","event-place: Ottawa, Ontario, Canada","","","","computational analysis; network topology; power systems; survivability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRSDE6JG","conferencePaper","2011","Zhang, Yuanrui; Liu, Jun; Wilson, Ellis; Kandemir, Mahmut","Software-Directed Data Access Scheduling for Reducing Disk Energy Consumption","Proceedings of the 20th International Symposium on High Performance Distributed Computing","978-1-4503-0552-5","","10.1145/1996130.1996175","https://doi.org/10.1145/1996130.1996175","","2011","2023-07-10 14:37:32","2023-07-10 14:37:32","","281–282","","","","","","","HPDC '11","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: San Jose, California, USA","","","","compiler-directed; data access scheduling; i/o storage; mpi-io; multi-speed disk; power optimization; spin-down disk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICS7YGGM","conferencePaper","2021","Carvalho, Samuel; Sullivan, Joe; Dias, Douglas Mota; Naredo, Enrique; Ryan, Conor","Using Grammatical Evolution for Modelling Energy Consumption on a Computer Numerical Control Machine","Proceedings of the Genetic and Evolutionary Computation Conference Companion","978-1-4503-8351-6","","10.1145/3449726.3463185","https://doi.org/10.1145/3449726.3463185","Discrete manufacturing is known to be a high consumer of energy and much work has been done in continuous improvement and energy saving methods addressing this issue. Computer Numerical Control (CNC) machines, commonly used in the manufacturing of metal parts, are highly energy-demanding because of many required sub-systems, such as cooling, lubrication, logical interfaces and electric motors. For this reason, there is a large body of work focusing on modelling the energy needs of this class of machine.This paper applies Grammatical Evolution (GE) for developing auto-regressive models for the energy consumption of a CNC machine. Empirical data from three 24-hour work shifts comprising three different types of products are used as inputs. We also introduce an autocorrelation-informed approach for the grammar, which benefits from a prior analysis of the training data for better capturing periodic or close to periodic behaviour. Finally, we compare the outcomes from real and predicted energy profiles through the use of an existing analysis tool, which is capable of extracting production-related information such as total and average KW consumption, number of parts produced and breakdown of production and idle hours. Results show that GE yields accurate and explainable models for the analysed scenario.","2021","2023-07-10 14:37:32","2023-07-10 14:37:32","","1557–1563","","","","","","","GECCO '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Lille, France","","","","CNC machines; energy consumption; grammatical evolution; real-world applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"333HQLYS","conferencePaper","2002","Yang, Hongbo; Gao, Guang R.; Leung, Clement","On Achieving Balanced Power Consumption in Software Pipelined Loops","Proceedings of the 2002 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems","1-58113-575-0","","10.1145/581630.581663","https://doi.org/10.1145/581630.581663","While a significant body of work in compilers has been devoted to reducing energy consumption in embedded systems, the role of a compiler in harnessing the power variation has not been widely explored. Since sharp power variations across time steps cause power supply noises and degrade reliability of functional blocks, power variation is a design constraint in embedded systems. With the advent of high performance embedded systems and extensive deployment of fine grain clock-gating, reducing variations in power is becoming increasingly important.This paper studies how compilation techniques, more specifically instruction scheduling, can ameliorate variations in power due to functional units during program execution. By extending our previous work on rate-optimal software pipelining, this paper formulates the problem of constructing a performance-optimal schedule that minimizes power variations as an integer linear programming (ILP) problem. The formulation can be solved using an ILP solver. We applied our approach on <tt>SPEC NAS</tt> benchmarks to construct software pipelined schedules that have minimum power variations. The benchmarks are executed on the Wattch power simulator. In comparison to the original (power-unaware) scheduler implemented in the MIPSpro compiler, our power-aware approach generates schedules which have significantly lower power variations while maintaining the same performance. Such schedules have the potential to reduce hardware cost on power delivery in designing embedded systems.","2002","2023-07-10 14:37:33","2023-07-10 14:37:33","","210–217","","","","","","","CASES '02","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Grenoble, France","","","","instruction level parallelism; power-aware compilation; software pipelining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP9FEWL7","conferencePaper","2018","Liu, Jiamin; Chang, Yan; Wei, Dong; Wang, Dapeng; Zhang, Tieyan","An Information Monitoring Platform for Thermal Energy Storage Systems Using Cloud Computing","Proceedings of the 2018 International Conference on Cloud Computing and Internet of Things","978-1-4503-6576-5","","10.1145/3291064.3291069","https://doi.org/10.1145/3291064.3291069","Energy storage plays a key element to use new energy to replace traditional coal and petrochemical energy, and it plays an important role of shifting energy utilization ways. Nowadays energy internet is a way of renewable and sharing energy. A cloud platform for monitoring energy information of thermal storage systems is developed by using cloud computing, IoT and energy storage technologies. This platform allows a user to monitor the running conditions of regional thermal energy systems in real-time from anywhere as the condition data are synchronized to the client-side website, and data are stored into a data storage server. To quickly locate any thermal energy storage system, the geographical locations of the systems built anywhere are marked on the map of the web page. The condition data of all systems can be collected and communicated between the control unit installed in the heat system and the servers on cloud. The gathered data can be worked out for further allocating energy consumption. This platform has been launched after successfully tested on a number of practical thermal energy storage systems at different regions. This will provide a guarantee for further intelligent analysis and optimization of energy deployment.","2018","2023-07-10 14:37:33","2023-07-10 14:37:33","","19–24","","","","","","","CCIOT '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Singapore, Singapore","","","","Cloud computing; Energy internet; Monitoring; Thermal energy storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TFTJT9A","conferencePaper","2019","Duarte, Lucio Mauro; da Silva Alves, Danilo; Toresan, Bruno Ramos; Maia, Paulo Henrique; Silva, Davi","A Model-Based Framework for the Analysis of Software Energy Consumption","Proceedings of the XXXIII Brazilian Symposium on Software Engineering","978-1-4503-7651-8","","10.1145/3350768.3353813","https://doi.org/10.1145/3350768.3353813","Software is present in all types of devices, some of them with restrictions as to the amount of energy they can spend to execute software applications. For this reason, energy costs are becoming an important factor during software development and evolution. However, there is still little support for creating energy-efficient software. In this work, we introduce a possible framework for software energy costs evaluation based on model analysis. We model software as Labelled Transitions Systems (LTS) and annotate these models with energy costs, which can be obtained using existing tools. We can then apply graph-based algorithms to traverse the models to obtain information about energy consumption related to software behaviour, such as its most/least costly execution, the cost of a specific execution, and the average cost of executing the software. No existing tool currently provides all the necessary analyses, even though they are essential for energy-consumption evaluation. We have conducted a small experiment with our framework where we employed jRAPL to measure energy costs. We annotated the models with the collected energy costs using an extended version of the LoTuS tool, where we have also implemented some of the desired analyses. Based on this support and on our initial results, we believe developers could create software more energy-efficient and consider possible trade-offs related to time, space, and energy costs when producing new versions of their systems.","2019","2023-07-10 14:37:33","2023-07-10 14:37:33","","67–72","","","","","","","SBES '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Salvador, Brazil","","","","Embedded Software; Energy Consumption Evaluation; Labelled Transition System; Model-based Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLLGEU5T","conferencePaper","2017","Kim, Yeseong; Mercati, Pietro; More, Ankit; Shriver, Emily; Rosing, Tajana","P4: Phase-Based Power/Performance Prediction of Heterogeneous Systems via Neural Networks","Proceedings of the 36th International Conference on Computer-Aided Design","","","","","The emergence of Internet of Things increases the complexity and the heterogeneity of computing platforms. Migrating workload between various platforms is one way to improve both energy efficiency and performance. Effective migration decisions require accurate estimates of its costs and benefits. To date, these estimates were done by either instrumenting the source code/binaries, thus causing high overhead, or by using power estimates from hardware performance counters, which work well for individual machines, but until now have not been accurate for predicting across different architectures. In this paper, we propose P4, a new Phase-based Power and Performance Prediction framework which identifies cross-platform application power and performance at runtime for heterogeneous computing systems. P4 analyzes and detects machine-independent application phases by characterizing computing platforms offline with a set of benchmarks, and then builds neural network-based models to automatically identify and generalize the complex cross-platform relationships for each benchmark phase. It then leverages these models along with performance counter measurements collected at runtime to estimate performance and power consumption if it were running on a completely different computing platform, including a different CPU architecture, without ever having to run it on there. We evaluate the proposed framework on four commercial heterogeneous platforms, ranging from X86 servers to mobile ARM-based architecture, with 129 industry-standard benchmarks. Our experimental results show that P4 can predict the power and performance changes with only 6.8% and 5.6% error, respectively, even for completely different architectures from the ones applications ran on.","2017","2023-07-10 14:37:33","2023-07-10 14:37:33","","683–690","","","","","","","ICCAD '17","","","","IEEE Press","","","","","","","","","event-place: Irvine, California","","","","neural networks; performance prediction; phase recognition; power prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZP8JAJP","conferencePaper","2018","Papadopoulos, Lazaros; Marantos, Charalampos; Digkas, Georgios; Ampatzoglou, Apostolos; Chatzigeorgiou, Alexander; Soudris, Dimitrios","Interrelations between Software Quality Metrics, Performance and Energy Consumption in Embedded Applications","Proceedings of the 21st International Workshop on Software and Compilers for Embedded Systems","978-1-4503-5780-7","","10.1145/3207719.3207736","https://doi.org/10.1145/3207719.3207736","Source code refactorings and transformations are extensively used by embedded system developers to improve the quality of applications, often supported by various open source and proprietary tools. They either aim at improving the design time quality such as the maintainability and reusability of software artifacts, or the runtime quality such as performance and energy efficiency. However, an inherent trade-off between design- and run-time qualities is often present posing challenges to embedded software development. This work is a first step towards the investigation of the impact of transformations for improving the performance and the energy efficiency on software quality metrics and the impact of refactorings for increasing the design time quality on the execution time, the memory and the energy consumption. Based on a set of embedded applications from widely used benchmark suites and typical transformations and refactorings, we identify interrelations and trade-offs between the aforementioned metrics.","2018","2023-07-10 14:37:33","2023-07-10 14:37:33","","62–65","","","","","","","SCOPES '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sankt Goar, Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
