Column1;page_number;position;result_type;title;link;result_id;publication_info_summary;snippet;cited_by_count;cited_by_link;cited_by_id;total_versions;all_versions_link;all_versions_id;file_format;file_title;file_link
3271;11;5;;… vacuum drying of pomegranate peel: Evaluation of specific energy consumption and quality attributes by response surface methodology and artificial neural network;https://ifst.onlinelibrary.wiley.com/doi/abs/10.1111/jfpp.16325;xwY6amRDuE0J;R Elnjikkal Jerome, M Dwivedi - Journal of Food Processing …, 2022 - Wiley Online Library;… neural network (ANN) method. The drying experimental runs were performed on varied ranges of microwave power (… specific energy consumption (SEC) were analyzed. For microwave …;4.0;https://scholar.google.com/scholar?cites=5600300235193190087&as_sdt=2005&sciodt=0,5&hl=en&num=20;5600300235193190087;2.0;https://scholar.google.com/scholar?cluster=5600300235193190087&hl=en&num=20&as_sdt=0,5&as_vis=1;5600300235193190087;;;
3272;11;6;;Manta ray foraging optimization algorithm–based feedforward neural network for electric energy consumption forecasting;https://onlinelibrary.wiley.com/doi/abs/10.1002/2050-7038.12999;qeWMism4EhwJ;S Duman, A Dalcal?, H Özbay - … on Electrical Energy Systems, 2021 - Wiley Online Library;… consumption rates in order to plan for future generation investments. In this study, a feedforward neural network … proposed to forecast the electric energy consumption rates of Bursa, an …;8.0;https://scholar.google.com/scholar?cites=2022882358395200937&as_sdt=2005&sciodt=0,5&hl=en&num=20;2022882358395200937;;{};{};;;
3273;11;7;Html;Scenario prediction for power loads using a pixel convolutional neural network and an optimization strategy;https://www.sciencedirect.com/science/article/pii/S2352484722008745;hHG7x6onnR4J;W Liao, L Ge, B Bak-Jensen, JR Pillai, Z Yang - Energy Reports, 2022 - Elsevier;… -based method is proposed for scenario prediction of power loads, in which structure and … neural network (PixelCNN). An optimization model is presented to search for a range of power …;7.0;https://scholar.google.com/scholar?cites=2205963006930284932&as_sdt=2005&sciodt=0,5&hl=en&num=20;2205963006930284932;2.0;https://scholar.google.com/scholar?cluster=2205963006930284932&hl=en&num=20&as_sdt=0,5&as_vis=1;2205963006930284932;HTML;sciencedirect.com;https://www.sciencedirect.com/science/article/pii/S2352484722008745
3274;11;8;;Comparison of prediction power between theoretical and neural-network models in ion-interaction chromatography;https://www.sciencedirect.com/science/article/pii/S0021967397010443;kzdHAv4cUIMJ;G Sacchero, MC Bruzzoniti, C Sarzanini… - … of Chromatography A, 1998 - Elsevier;… The aim of this work is to compare the prediction power of soft (neural-network) and hard … The minimum number of observations required to predict k? values with the minimum error …;44.0;https://scholar.google.com/scholar?cites=9462094694390904723&as_sdt=2005&sciodt=0,5&hl=en&num=20;9462094694390904723;7.0;https://scholar.google.com/scholar?cluster=9462094694390904723&hl=en&num=20&as_sdt=0,5&as_vis=1;9462094694390904723;;;
3275;11;9;;Waste-to-energy as a tool of circular economy: Prediction of higher heating value of biomass by artificial neural network (ANN) and multivariate linear regression (MLR …;https://www.sciencedirect.com/science/article/pii/S0956053X22004585;czt0UfkL26UJ;FE Yatim, I Boumanchar, B Srhir, Y Chhiti, C Jama… - Waste Management, 2022 - Elsevier;… Multivariate regression and artificial neural network approaches are chosen to develop the prediction models. Researchers are still trying to find the best architecture of ANN and the …;5.0;https://scholar.google.com/scholar?cites=11951159201599077235&as_sdt=2005&sciodt=0,5&hl=en&num=20;11951159201599077235;5.0;https://scholar.google.com/scholar?cluster=11951159201599077235&hl=en&num=20&as_sdt=0,5&as_vis=1;11951159201599077235;;;
3276;11;10;;PV power prediction based on Artificial Neural Network optimized by Genetic Algorithm;https://ieeexplore.ieee.org/abstract/document/9741202/;_S9EK7GW7hMJ;K Lmesri, S Chabaa, MA Jallal… - … Sustainable Energy …, 2021 - ieeexplore.ieee.org;… efficient model based on Artificial Neural Network (ANN). To predict the output power of a PV system … The architecture has a great impact on the convergence of the Neural Network. This …;2.0;https://scholar.google.com/scholar?cites=1436251018857033725&as_sdt=2005&sciodt=0,5&hl=en&num=20;1436251018857033725;;{};{};;;
3277;11;11;;Intelligent system based on wavelet decomposition and neural network for predicting of fan speed for energy saving in HVAC system;https://www.sciencedirect.com/science/article/pii/S0378778810004214;TqVdGBLBqi0J;S Soyguder - Energy and Buildings, 2011 - Elsevier;… energy storage in public buildings as well as office buildings [14]. Consequently, many studies about artificial neural network … speed to minimize energy consumption and the required …;26.0;https://scholar.google.com/scholar?cites=3290654761209931086&as_sdt=2005&sciodt=0,5&hl=en&num=20;3290654761209931086;8.0;https://scholar.google.com/scholar?cluster=3290654761209931086&hl=en&num=20&as_sdt=0,5&as_vis=1;3290654761209931086;PDF;psu.edu;https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a81ceb9c9459633bdbf7f71605c40bea74fcbab0
3278;11;12;;Artificial neural network prediction models of stratified thermal energy storage system and borehole heat exchanger for model predictive control;https://www.tandfonline.com/doi/abs/10.1080/23744731.2018.1557464;9khPPzocLccJ;D Lee, R Ooka, S Ikeda, W Choi - Science and Technology for the …, 2019 - Taylor & Francis;… artificial neural network (ANN) models of the stratified chilled water thermal energy storage (… In the MPC technique, prediction models are required to describe the system being studied, …;13.0;https://scholar.google.com/scholar?cites=14352158623995480310&as_sdt=2005&sciodt=0,5&hl=en&num=20;14352158623995480310;3.0;https://scholar.google.com/scholar?cluster=14352158623995480310&hl=en&num=20&as_sdt=0,5&as_vis=1;14352158623995480310;PDF;tandfonline.com;https://www.tandfonline.com/doi/pdf/10.1080/23744731.2018.1557464
3279;11;13;;CryptoDL: Predicting dyslexia biomarkers from encrypted neuroimaging dataset using energy-efficient residue number system and deep convolutional neural network;https://www.mdpi.com/720706;Z2Z1TbroC-0J;OL Usman, RC Muniyandi - Symmetry, 2020 - mdpi.com;… prior to classification using cascaded deep convolutional neural network (CNN). Theoretical … delay improvement and saves up to 42.4% power. Our proposed cascaded deep CNN also …;21.0;https://scholar.google.com/scholar?cites=17081001898593838695&as_sdt=2005&sciodt=0,5&hl=en&num=20;17081001898593838695;9.0;https://scholar.google.com/scholar?cluster=17081001898593838695&hl=en&num=20&as_sdt=0,5&as_vis=1;17081001898593838695;PDF;mdpi.com;https://www.mdpi.com/2073-8994/12/5/836/pdf
3280;11;14;;Energy consumption minimization on LoRaWAN sensor network by using an Artificial Neural Network based application;https://ieeexplore.ieee.org/abstract/document/8705992/;H8jd_qA2FaIJ;R Kromes, A Russo, B Miramond… - 2019 IEEE Sensors …, 2019 - ieeexplore.ieee.org;… even more decrease the energy consumption on the hardware (… By decreasing the energy consumption of the nodes, the … Neural Network (ANN) based algorithm to make a prediction of …;14.0;https://scholar.google.com/scholar?cites=11679301273753864223&as_sdt=2005&sciodt=0,5&hl=en&num=20;11679301273753864223;3.0;https://scholar.google.com/scholar?cluster=11679301273753864223&hl=en&num=20&as_sdt=0,5&as_vis=1;11679301273753864223;;;
3281;11;15;;Carbon emissions prediction of Jiangsu province based on lasso-bp neural network combined model;https://iopscience.iop.org/article/10.1088/1755-1315/769/2/022017/meta;-lCksNgar-MJ;X Liu, X Meng, X Wang - IOP Conference Series: Earth and …, 2021 - iopscience.iop.org;… out 8 significant factors affecting carbon emissions, sets the values of each … neural network model to predict the carbon emissions of Jiangsu province during 2019-2030. The prediction …;8.0;https://scholar.google.com/scholar?cites=16406361485512823034&as_sdt=2005&sciodt=0,5&hl=en&num=20;16406361485512823034;3.0;https://scholar.google.com/scholar?cluster=16406361485512823034&hl=en&num=20&as_sdt=0,5&as_vis=1;16406361485512823034;PDF;iop.org;https://iopscience.iop.org/article/10.1088/1755-1315/769/2/022017/pdf
3282;11;16;;Evaluation of Energy Consumption Pattern in Rice Processing Using Taguchi and Artificial Neural Network Approaches;https://cigrjournal.org/index.php/Ejounral/article/view/7235;5CCNbzsSsoMJ;MS SANUSI, R Akinoso - Agricultural Engineering International …, 2022 - cigrjournal.org;… or by the use of commercial artificial neural network software (Funes et al., 2015). … energy consumption of five Nigerian rice varieties by using Taguchi and Artificial Neural Network …;4.0;https://scholar.google.com/scholar?cites=9489667411306946788&as_sdt=2005&sciodt=0,5&hl=en&num=20;9489667411306946788;3.0;https://scholar.google.com/scholar?cluster=9489667411306946788&hl=en&num=20&as_sdt=0,5&as_vis=1;9489667411306946788;PDF;cigrjournal.org;https://cigrjournal.org/index.php/Ejounral/article/download/7235/3861
3283;11;17;Pdf;A Multiscale Recurrent Neural Network Model for Long-Term Prediction of Geothermal Energy Production;https://pangea.stanford.edu/ERE/db/GeoConf/papers/SGW/2022/Jiang.pdf;pIHM3AhNgjUJ;A Jiang, Z Qin, D Faulder… - Proceedings of the …, 2022 - pangea.stanford.edu;… and prediction of sequential/dynamic data, for long-term prediction of geothermal energy production. … to improve its generalization power for long-term prediction of geothermal reservoir …;3.0;https://scholar.google.com/scholar?cites=3855728931442033060&as_sdt=2005&sciodt=0,5&hl=en&num=20;3855728931442033060;;{};{};PDF;stanford.edu;https://pangea.stanford.edu/ERE/db/GeoConf/papers/SGW/2022/Jiang.pdf
3284;11;18;;Power prediction for centrifugal pumps at shut off condition based on BP neural network;https://www.ingentaconnect.com/content/tcsae/tcsae/2012/00000028/00000011/art00008;unnRJCV_v9AJ;H Liu, X Wu, Y Wang, M Tan… - Transactions of the …, 2012 - ingentaconnect.com;… BP artificial neural network and its application situation in energy performance prediction of … Based on BP artificial neural network, the characteristic prediction model is established to …;17.0;https://scholar.google.com/scholar?cites=15041881077948971450&as_sdt=2005&sciodt=0,5&hl=en&num=20;15041881077948971450;2.0;https://scholar.google.com/scholar?cluster=15041881077948971450&hl=en&num=20&as_sdt=0,5&as_vis=1;15041881077948971450;PDF;ingentaconnect.com;https://www.ingentaconnect.com/content/tcsae/tcsae/2012/00000028/00000011/art00008?crawler=true&mimetype=application/pdf
3285;11;19;;Thermoelectric generator power prediction based on artificial neural network;https://ieeexplore.ieee.org/abstract/document/8447070/;alsxB4_L1zkJ;I Belovski, P Yovcheva, S Surchev… - 2018 20th …, 2018 - ieeexplore.ieee.org;… The aim of the present paper is to present a neural network used to predict the voltage generated by a thermoelectric battery (TEB), the main unit of which is a Seebeck module, at …;10.0;https://scholar.google.com/scholar?cites=4168023795316120426&as_sdt=2005&sciodt=0,5&hl=en&num=20;4168023795316120426;2.0;https://scholar.google.com/scholar?cluster=4168023795316120426&hl=en&num=20&as_sdt=0,5&as_vis=1;4168023795316120426;PDF;researchgate.net;https://www.researchgate.net/profile/Ivaylo-Belovski/publication/327393671_Thermoelectric_Generator_Power_Prediction_Based_on_Artificial_Neural_Network/links/5b8ceccd4585151fd14491e2/Thermoelectric-Generator-Power-Prediction-Based-on-Artificial-Neural-Network.pdf
3286;11;20;;… neural network–bagged decision tree: a hybrid approach to reduce electric vehicle's driver's range anxiety by estimating energy consumption in real-time;https://link.springer.com/article/10.1007/s00500-020-05310-y;fbr1WvR_67wJ;S Modi, J Bhattacharya, P Basak - Soft Computing, 2021 - Springer;… (EVs), an accurate real-time energy consumption estimation is necessary, which can be … which convolutional neural network (CNN) is used to provide an energy consumption estimate …;13.0;https://scholar.google.com/scholar?cites=13613114986132257405&as_sdt=2005&sciodt=0,5&hl=en&num=20;13613114986132257405;5.0;https://scholar.google.com/scholar?cluster=13613114986132257405&hl=en&num=20&as_sdt=0,5&as_vis=1;13613114986132257405;PDF;arxiv.org;https://arxiv.org/pdf/2008.13559
3287;12;1;;A model to predict ammonia emission using a modified genetic artificial neural network: Analyzing cement mixed with fly ash from a coal-fired power plant;https://www.sciencedirect.com/science/article/pii/S0950061819324675;rAA5SVOWFM4J;HS Jang, S Xing - Construction and Building Materials, 2020 - Elsevier;… as a catalyst for removing nitrogen oxides in power plants. However, unreacted … predict the ammonia concentration under different conditions, we constructed artificial neural network …;20.0;https://scholar.google.com/scholar?cites=14849659155802292396&as_sdt=2005&sciodt=0,5&hl=en&num=20;14849659155802292396;;{};{};;;
3288;12;2;;A Supervised Learning Neural Network Approach for the Prediction of Supercapacitive Energy Storage Materials;https://link.springer.com/chapter/10.1007/978-981-33-4597-3_76;i5zmSPygKnYJ;VG Mohan, MA Ameedeen, S Azad - … 4.0: Selected Articles from iM3F 2020 …, 2022 - Springer;… of backpropagation neural network (BPNN) to prediction the best super-capacitive energy storage … and efficiency as well as its tremendous power to manipulate big amount of data. …;4.0;https://scholar.google.com/scholar?cites=8514795050912619659&as_sdt=2005&sciodt=0,5&hl=en&num=20;8514795050912619659;;{};{};;;
3289;12;3;;An artificial neural network model for predicting gas pipeline induced voltage caused by power lines under fault conditions;https://www.emerald.com/insight/content/doi/10.1108/03321640510571057/full/html;IpQO6-DNZHgJ;S Al?Alawi, A Al?Badi, K Ellithy - COMPEL-The international journal …, 2005 - emerald.com;… power system on?line and off?line applications. In this paper, an approach using an ANN is proposed to predict the induced voltage on gas pipelines built in power … between power lines …;38.0;https://scholar.google.com/scholar?cites=8675285148122387490&as_sdt=2005&sciodt=0,5&hl=en&num=20;8675285148122387490;6.0;https://scholar.google.com/scholar?cluster=8675285148122387490&hl=en&num=20&as_sdt=0,5&as_vis=1;8675285148122387490;;;
3290;12;4;Pdf;A comparison of activation functions in multilayer neural network for predicting the production and consumption of electricity power;https://pdfs.semanticscholar.org/6a9e/943e87b204d831d6b1c1ec4f0981964ab0fb.pdf;84VZf8wX4ZMJ;A Salam, A El Hibaoui, A Saif - International Journal of …, 2021 - pdfs.semanticscholar.org;… We use neural network with different depth of hidden layers to examine the most accurate … and we do not focus on the structure of neural network. Therefore, we defined four models of …;8.0;https://scholar.google.com/scholar?cites=10655824360412644851&as_sdt=2005&sciodt=0,5&hl=en&num=20;10655824360412644851;7.0;https://scholar.google.com/scholar?cluster=10655824360412644851&hl=en&num=20&as_sdt=0,5&as_vis=1;10655824360412644851;PDF;semanticscholar.org;https://pdfs.semanticscholar.org/6a9e/943e87b204d831d6b1c1ec4f0981964ab0fb.pdf
3291;12;5;;Back pressure prediction of the direct air cooled power generating unit using the artificial neural network model;https://www.sciencedirect.com/science/article/pii/S1359431111002948;rqjh60oeuBMJ;X Du, L Liu, X Xi, L Yang, Y Yang, Z Liu, X Zhang… - Applied Thermal …, 2011 - Elsevier;… direct air-cooled power generating unit. In the present study, the artificial neural network (ANN) … , one of the most important parameters of the power generating unit. Based on the actual …;35.0;https://scholar.google.com/scholar?cites=1420918989569239214&as_sdt=2005&sciodt=0,5&hl=en&num=20;1420918989569239214;4.0;https://scholar.google.com/scholar?cluster=1420918989569239214&hl=en&num=20&as_sdt=0,5&as_vis=1;1420918989569239214;;;
3292;12;6;Html;Optimal Energy Control of Battery Hybrid System for Marine Vessels by Applying Neural Network Based on Equivalent Consumption Minimization Strategy;https://www.mdpi.com/1346860;ZUYua0dTf8YJ;S Kim, J Kim - Journal of Marine Science and Engineering, 2021 - mdpi.com;… Therefore, this study established and implemented an optimal energy control method that uses a neural network control to optimally manage a variable-speed engine generator–battery …;6.0;https://scholar.google.com/scholar?cites=14303242507757962853&as_sdt=2005&sciodt=0,5&hl=en&num=20;14303242507757962853;4.0;https://scholar.google.com/scholar?cluster=14303242507757962853&hl=en&num=20&as_sdt=0,5&as_vis=1;14303242507757962853;HTML;mdpi.com;https://www.mdpi.com/1346860
3293;12;7;Html;Electricity theft detection in power consumption data based on adaptive tuning recurrent neural network;https://www.frontiersin.org/articles/10.3389/fenrg.2021.773805/full;KZZmhmauukIJ;G Lin, H Feng, X Feng, H Wen, Y Li… - Frontiers in Energy …, 2021 - frontiersin.org;… consumption data to recognize electricity power theft. In this paper, an adaptive time-series recurrent neural network … ) in time-series data of the power consumption. In fusion with the …;10.0;https://scholar.google.com/scholar?cites=4808347307536193065&as_sdt=2005&sciodt=0,5&hl=en&num=20;4808347307536193065;2.0;https://scholar.google.com/scholar?cluster=4808347307536193065&hl=en&num=20&as_sdt=0,5&as_vis=1;4808347307536193065;HTML;frontiersin.org;https://www.frontiersin.org/articles/10.3389/fenrg.2021.773805/full
3294;12;8;;Wavelet-like transform to optimize the order of an autoregressive neural network model to predict the dissolved gas concentration in power transformer oil from sensor …;https://www.mdpi.com/713016;wiZZU2cwIT8J;F Elânio Bezerra, FA Zemuner Garcia, S Ikuyo Nabeta… - Sensors, 2020 - mdpi.com;… methods to analyze fault in power transformers. In general, … a nonlinear autoregressive neural network to predict the in oil … with backpropagation algorithm to predict the gas at the …;14.0;https://scholar.google.com/scholar?cites=4548970318959027906&as_sdt=2005&sciodt=0,5&hl=en&num=20;4548970318959027906;8.0;https://scholar.google.com/scholar?cluster=4548970318959027906&hl=en&num=20&as_sdt=0,5&as_vis=1;4548970318959027906;PDF;mdpi.com;https://www.mdpi.com/1424-8220/20/9/2730/pdf
3295;12;9;;M-SRPCNN: A fully convolutional neural network approach for handling super resolution reconstruction on monthly energy consumption environments;https://www.mdpi.com/1996-1073/14/16/4765;sxKXDcQ0UT8J;I de-Paz-Centeno, MT García-Ordás, O García-Olalla… - Energies, 2021 - mdpi.com;… neural network to recover missing historical hourly data from a sensor based on the historic monthly energy consumption. … consumption, which makes it suitable to effectively replace …;3.0;https://scholar.google.com/scholar?cites=4562485914149262003&as_sdt=2005&sciodt=0,5&hl=en&num=20;4562485914149262003;6.0;https://scholar.google.com/scholar?cluster=4562485914149262003&hl=en&num=20&as_sdt=0,5&as_vis=1;4562485914149262003;PDF;mdpi.com;https://www.mdpi.com/1996-1073/14/16/4765/pdf
3296;12;10;;Electrical energy output prediction using cuckoo search based artificial neural network;https://link.springer.com/chapter/10.1007/978-981-10-6916-1_26;RQqqyeKEBPkJ;S Chatterjee, N Dey, AS Ashour… - Smart Trends in Systems …, 2018 - Springer;… Thus, it becomes imperative to predict the GT power … a recurrent neural network based approach to predict the … , especially the NN in output energy prediction is still at its primitive level. …;16.0;https://scholar.google.com/scholar?cites=17943612924931738181&as_sdt=2005&sciodt=0,5&hl=en&num=20;17943612924931738181;3.0;https://scholar.google.com/scholar?cluster=17943612924931738181&hl=en&num=20&as_sdt=0,5&as_vis=1;17943612924931738181;;;
3297;12;11;;A neural network approach to predict gibbs free energy of ternary solid solutions;https://link.springer.com/article/10.1007/s11669-022-01010-2;xi1i8chzvNYJ;P Laiu, Y Yang, M Lupo Pasini, JY Choi… - Journal of Phase …, 2022 - Springer;… Neural Network Training We use NN surrogate models to predict the Gibbs free energy as a … [22] Specifically, we adopt the residual neural network (ResNet) architecture. [23] ResNet …;2.0;https://scholar.google.com/scholar?cites=15473369726618578374&as_sdt=2005&sciodt=0,5&hl=en&num=20;15473369726618578374;5.0;https://scholar.google.com/scholar?cluster=15473369726618578374&hl=en&num=20&as_sdt=0,5&as_vis=1;15473369726618578374;PDF;arxiv.org;https://arxiv.org/pdf/2209.05609
3298;12;12;;Enhancing spindle power data application with neural network for real-time tool wear/breakage prediction during inconel drilling;https://www.sciencedirect.com/science/article/pii/S235197891630004X;HawSGkNYSIAJ;R Corne, C Nath, M El Mansori, T Kurfess - Procedia Manufacturing, 2016 - Elsevier;… Spindle power data were collected from the machine power meter (also called load meter… Power data were then fed into the neural network (NN) for functional processing, thus to predict …;32.0;https://scholar.google.com/scholar?cites=9243735280401427485&as_sdt=2005&sciodt=0,5&hl=en&num=20;9243735280401427485;4.0;https://scholar.google.com/scholar?cluster=9243735280401427485&hl=en&num=20&as_sdt=0,5&as_vis=1;9243735280401427485;PDF;sciencedirect.com;https://www.sciencedirect.com/science/article/pii/S235197891630004X/pdf?md5=2f2500dd226a398adcf04aac9ad93f31&pid=1-s2.0-S235197891630004X-main.pdf
3299;12;13;;Prediction of Optimum CNC Cutting Conditions Using Artificial Neural Network Models for the Best Wood Surface Quality, Low Energy Consumption, and Time …;https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=19302126&AN=156458296&h=Xa%2B5rgbU%2FGFefgulaQlEWiK8w8iN%2BEobRBVb%2BYNbvIoQj%2BeAV1DRf5keLi52hewwf5covui%2BjTwxEcncYJrSIA%3D%3D&crl=c;xhODGS6y_y8J;EO Çak?ro?lu, A Demir, ? Ayd?n, Ü Büyüksar? - BioResources, 2022 - search.ebscohost.com;… predict the CNC cutting conditions for the best wood surface quality, energy, and time savings using artificial neural network … the CNC machine, energy consumption and processing time …;2.0;https://scholar.google.com/scholar?cites=3458678949910090694&as_sdt=2005&sciodt=0,5&hl=en&num=20;3458678949910090694;4.0;https://scholar.google.com/scholar?cluster=3458678949910090694&hl=en&num=20&as_sdt=0,5&as_vis=1;3458678949910090694;;;
3300;12;14;;Prediction of coal hydrogen content for combustion control in power utility using neural network approach;https://www.sciencedirect.com/science/article/pii/S0169743908001445;Nicn8uXpT4EJ;A Saptoro, HM Yao, MO Tadé, HB Vuthaluru - Chemometrics and Intelligent …, 2008 - Elsevier;… -fired power utilities. … neural network based model is developed for the prediction of hydrogen content. For practical implications, a combustion control system utilising the neural network …;26.0;https://scholar.google.com/scholar?cites=9317923327872280374&as_sdt=2005&sciodt=0,5&hl=en&num=20;9317923327872280374;5.0;https://scholar.google.com/scholar?cluster=9317923327872280374&hl=en&num=20&as_sdt=0,5&as_vis=1;9317923327872280374;PDF;researchgate.net;https://www.researchgate.net/profile/Agus-Saptoro/publication/238171470_Prediction_of_coal_hydrogen_content_for_combustion_control_in_power_utility_using_neural_network_approach/links/5a43059e458515f6b04fde30/Prediction-of-coal-hydrogen-content-for-combustion-control-in-power-utility-using-neural-network-approach.pdf
3301;12;15;;Torsionnet: A deep neural network to rapidly predict small-molecule torsional energy profiles with the accuracy of quantum mechanics;https://pubs.acs.org/doi/abs/10.1021/acs.jcim.1c01346;FVt47yhj7V0J;BK Rai, V Sresht, Q Yang, R Unwalla… - Journal of Chemical …, 2022 - ACS Publications;… neural network (DNN) model specifically developed to predict small-molecule torsion energy … set, we obtain a model that can rapidly predict the torsion energy profile of typical drug-like …;9.0;https://scholar.google.com/scholar?cites=6768174842475207445&as_sdt=2005&sciodt=0,5&hl=en&num=20;6768174842475207445;3.0;https://scholar.google.com/scholar?cluster=6768174842475207445&hl=en&num=20&as_sdt=0,5&as_vis=1;6768174842475207445;;;
3302;12;16;;… power load prediction with special emphasis on seasonal changes using a novel focused time lagged recurrent neural network based on time delay neural network …;https://www.sciencedirect.com/science/article/pii/S0957417410006986;DgVVyoD7OqAJ;SM Kelo, SV Dudul - Expert Systems with Applications, 2011 - Elsevier;… Kelo and Dudul designed a novel recurrent neural network model for short-term electrical power load prediction in Maharashtra state. Kermanshahi (1998) developed recurrent …;27.0;https://scholar.google.com/scholar?cites=11545817125286642958&as_sdt=2005&sciodt=0,5&hl=en&num=20;11545817125286642958;3.0;https://scholar.google.com/scholar?cluster=11545817125286642958&hl=en&num=20&as_sdt=0,5&as_vis=1;11545817125286642958;;;
3303;12;17;;Junction temperature prediction of IGBT power module based on BP neural network;https://www.dbpia.co.kr/pdf/pdfView?nodeId=NODE02399557;SmbeK5QlrBkJ;J Wu, L Zhou, X Du, P Sun - Journal of electrical engineering & …, 2014 - dbpia.co.kr;… artificial neural network is used to predict the junction temperature of the IGBT power module… , a Back Propagation (BP) neural network prediction model is established by using the …;22.0;https://scholar.google.com/scholar?cites=1849894865263814218&as_sdt=2005&sciodt=0,5&hl=en&num=20;1849894865263814218;4.0;https://scholar.google.com/scholar?cluster=1849894865263814218&hl=en&num=20&as_sdt=0,5&as_vis=1;1849894865263814218;;;
3304;12;18;;A multiscale recurrent neural network model for predicting energy production from geothermal reservoirs;https://www.sciencedirect.com/science/article/pii/S0375650522002887;TSDbuaGVCVAJ;A Jiang, Z Qin, D Faulder, TT Cladouhos, B Jafarpour - Geothermics, 2023 - Elsevier;… In this paper, the developed multiscale RNN consists of a fully connected neural network (FCNN) model to learn the long-term (large-scale) patterns in the data, and a standard RNN …;;{};{};2.0;https://scholar.google.com/scholar?cluster=5767305319665049677&hl=en&num=20&as_sdt=0,5&as_vis=1;5767305319665049677;;;
3305;12;19;;A Physics-Guided Neural Network for Predicting Protein–Ligand Binding Free Energy: From Host–Guest Systems to the PDBbind Database;https://www.mdpi.com/2218-273X/12/7/919;BKd4lkmFo6gJ;S Cain, A Risheh, N Forouzesh - Biomolecules, 2022 - mdpi.com;… The main objective of this paper was to introduce physics-data hybrid models and the corresponding neural network architecture. Extensive testing of this model on larger datasets, …;2.0;https://scholar.google.com/scholar?cites=12151702770679326468&as_sdt=2005&sciodt=0,5&hl=en&num=20;12151702770679326468;6.0;https://scholar.google.com/scholar?cluster=12151702770679326468&hl=en&num=20&as_sdt=0,5&as_vis=1;12151702770679326468;PDF;mdpi.com;https://www.mdpi.com/2218-273X/12/7/919/pdf
3306;12;20;;Ensemble neural network model for predicting the energy consumption of a milling machine;https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2015/V004T05A056/254861;jNY8fASgpuMJ;R Ak, MM Helu, S Rachuri - … and Information in …, 2015 - asmedigitalcollection.asme.org;… to predict the total energy consumption of a … on energy consumption during the production phase. Since this is ongoing research work, this paper provides only the preliminary prediction …;11.0;https://scholar.google.com/scholar?cites=16403974633868285580&as_sdt=2005&sciodt=0,5&hl=en&num=20;16403974633868285580;7.0;https://scholar.google.com/scholar?cluster=16403974633868285580&hl=en&num=20&as_sdt=0,5&as_vis=1;16403974633868285580;PDF;researchgate.net;https://www.researchgate.net/profile/Ronay-Ak/publication/284655236_Ensemble_Neural_Network_Model_for_Predicting_the_Energy_Consumption_of_a_Milling_Machine/links/5655d74c08ae4988a7b2a315/Ensemble-Neural-Network-Model-for-Predicting-the-Energy-Consumption-of-a-Milling-Machine.pdf
3307;13;1;;A self?constructing Lyapunov neural network controller to track global maximum power point in PV systems;https://onlinelibrary.wiley.com/doi/abs/10.1002/2050-7038.12391;k9V25tG9dDcJ;A Tavakoli, M Forouzanfar - … Transactions on Electrical Energy …, 2020 - Wiley Online Library;… the dynamics of the photovoltaic power conversion system or the power plant, and eliminate … , a self-constructing Lyapunov neural network forces the system to track the output of model …;9.0;https://scholar.google.com/scholar?cites=3996027478596834707&as_sdt=2005&sciodt=0,5&hl=en&num=20;3996027478596834707;;{};{};;;
3308;13;2;;Prediction of CO2 Emission in China's Power Generation Industry with Gauss Optimized Cuckoo Search Algorithm and Wavelet Neural Network Based on STIRPAT …;https://www.mdpi.com/247408;lBVOhtKwwoIJ;W Zhao, D Niu - Sustainability, 2017 - mdpi.com;… model of CO 2 emission of power generation industry is … neural network (WNN) prediction model based on Cuckoo Search algorithm optimized by Gauss (GCS) is put forward to predict …;21.0;https://scholar.google.com/scholar?cites=9422287788655383956&as_sdt=2005&sciodt=0,5&hl=en&num=20;9422287788655383956;8.0;https://scholar.google.com/scholar?cluster=9422287788655383956&hl=en&num=20&as_sdt=0,5&as_vis=1;9422287788655383956;PDF;mdpi.com;https://www.mdpi.com/2071-1050/9/12/2377/pdf
3309;13;3;Pdf;Prediction of residual stress for dissimilar metals welding at nuclear power plants using fuzzy neural network models;http://www.ndsl.kr/soc_img/society/nuclear/OJRHBJ/2007/v39n4/OJRHBJ_2007_v39n4_337.pdf;FnPlaF-n3PgJ;MG Na, JW Kim, DH Lim - Nuclear Engineering and Technology, 2007 - ndsl.kr;… The acquired FEA data were divided into four data groups pertaining to the two end-section constraints and the two prediction paths. Thus, we used four fuzzy neural network models for …;32.0;https://scholar.google.com/scholar?cites=17932391844506071830&as_sdt=2005&sciodt=0,5&hl=en&num=20;17932391844506071830;7.0;https://scholar.google.com/scholar?cluster=17932391844506071830&hl=en&num=20&as_sdt=0,5&as_vis=1;17932391844506071830;PDF;ndsl.kr;http://www.ndsl.kr/soc_img/society/nuclear/OJRHBJ/2007/v39n4/OJRHBJ_2007_v39n4_337.pdf
